Verb,Tense,Form,Translation,Difficulty
hív,Subjunctive present definite tense,hívjátok,You all call,advanced
hív,Subjunctive present definite tense,hívják,They call,advanced
hív,Subjunctive present indefinite tense,hívjak,I call,advanced
hív,Subjunctive present indefinite tense,hívj,You call,advanced
hív,Subjunctive present indefinite tense,hívjon,He calls,advanced
hív,Subjunctive present indefinite tense,hívjunk,We call,advanced
hív,Subjunctive present indefinite tense,hívjatok,You all call,advanced
hív,Subjunctive present indefinite tense,hívjanak,They call,advanced
hív,Conjugated infinitives,hívnom,I call,advanced
hív,Conjugated infinitives,hívnod,You call,advanced
hív,Conjugated infinitives,hívnia,He calls,advanced
hív,Conjugated infinitives,hívnunk,We call,advanced
hív,Conjugated infinitives,hívnotok,You all call,advanced
hív,Conjugated infinitives,hívniuk,They call,advanced
változtat,Present indefinite tense,változtatok,I change,beginner
változtat,Present indefinite tense,változtatsz,You change,beginner
változtat,Present indefinite tense,változtat,He changes,beginner
változtat,Present indefinite tense,változtatunk,We change,beginner
változtat,Present indefinite tense,változtattok,You all change,beginner
változtat,Present indefinite tense,változtatnak,They change,beginner
változtat,Present definite tense,változtatom,I change,beginner
változtat,Present definite tense,változtatod,You change,beginner
változtat,Present definite tense,változtatja,He changes,beginner
változtat,Present definite tense,változtatjuk,We change,beginner
változtat,Present definite tense,változtatjátok,You all change,beginner
változtat,Present definite tense,változtatják,They change,beginner
változtat,Past indefinite tense,változtattam,I changeed,intermediate
változtat,Past indefinite tense,változtattál,You changeed,intermediate
változtat,Past indefinite tense,változtatott,He changeed,intermediate
változtat,Past indefinite tense,változtattunk,We changeed,intermediate
változtat,Past indefinite tense,változtattatok,You all changeed,intermediate
változtat,Past indefinite tense,változtattak,They changeed,intermediate
változtat,Past definite tense,változtattam,I changeed,intermediate
változtat,Past definite tense,változtattad,You changeed,intermediate
változtat,Past definite tense,változtatta,He changeed,intermediate
változtat,Past definite tense,változtattuk,We changeed,intermediate
változtat,Past definite tense,változtattátok,You all changeed,intermediate
változtat,Past definite tense,változtatták,They changeed,intermediate
változtat,Conditional present indefinite tense,változtatnék,I would change,intermediate
változtat,Conditional present indefinite tense,változtatnál,You would change,intermediate
változtat,Conditional present indefinite tense,változtatna,He would change,intermediate
változtat,Conditional present indefinite tense,változtatnánk,We would change,intermediate
változtat,Conditional present indefinite tense,változtatnátok,You all would change,intermediate
változtat,Conditional present indefinite tense,változtatnának,They would change,intermediate
változtat,Conditional present definite tense,változtatnám,I would change,intermediate
változtat,Conditional present definite tense,változtatnád,You would change,intermediate
változtat,Conditional present definite tense,változtatná,He would change,intermediate
változtat,Conditional present definite tense,változtatnánk,We would change,intermediate
változtat,Conditional present definite tense,változtatnátok,You all would change,intermediate
változtat,Conditional present definite tense,változtatnák,They would change,intermediate
változtat,Conditional past indefinite tense,változtattam volna,I would have changeed,intermediate
változtat,Conditional past indefinite tense,változtattál volna,You would have changeed,intermediate
változtat,Conditional past indefinite tense,változtatott volna,He would have changeed,intermediate
változtat,Conditional past indefinite tense,változtattunk volna,We would have changeed,intermediate
változtat,Conditional past indefinite tense,változtattatok volna,You all would have changeed,intermediate
változtat,Conditional past indefinite tense,változtattak volna,They would have changeed,intermediate
változtat,Conditional past definite tense,változtattam volna,I would have changeed,intermediate
változtat,Conditional past definite tense,változtattad volna,You would have changeed,intermediate
változtat,Conditional past definite tense,változtatta volna,He would have changeed,intermediate
változtat,Conditional past definite tense,változtattuk volna,We would have changeed,intermediate
változtat,Conditional past definite tense,változtattátok volna,You all would have changeed,intermediate
változtat,Conditional past definite tense,változtatták volna,They would have changeed,intermediate
változtat,Future indefinite tense,fogok változtatni,I will change,advanced
változtat,Future indefinite tense,fogsz változtatni,You will change,advanced
változtat,Future indefinite tense,fog változtatni,He will change,advanced
változtat,Future indefinite tense,fogunk változtatni,We will change,advanced
változtat,Future indefinite tense,fogtok változtatni,You all will change,advanced
változtat,Future indefinite tense,fognak változtatni,They will change,advanced
változtat,Future definite tense,fogom változtatni,I will change,advanced
változtat,Future definite tense,fogod változtatni,You will change,advanced
változtat,Future definite tense,fogja változtatni,He will change,advanced
változtat,Future definite tense,fogjuk változtatni,We will change,advanced
változtat,Future definite tense,fogjátok változtatni,You all will change,advanced
változtat,Future definite tense,fogják változtatni,They will change,advanced
változtat,Subjunctive present definite tense,változtassam,I change,advanced
változtat,Subjunctive present definite tense,változtasd,You change,advanced
változtat,Subjunctive present definite tense,változtassa,He changes,advanced
változtat,Subjunctive present definite tense,változtassuk,We change,advanced
változtat,Subjunctive present definite tense,változtassátok,You all change,advanced
változtat,Subjunctive present definite tense,változtassák,They change,advanced
változtat,Subjunctive present indefinite tense,változtassak,I change,advanced
változtat,Subjunctive present indefinite tense,változtass,You change,advanced
változtat,Subjunctive present indefinite tense,változtasson,He changes,advanced
változtat,Subjunctive present indefinite tense,változtassunk,We change,advanced
változtat,Subjunctive present indefinite tense,változtassatok,You all change,advanced
változtat,Subjunctive present indefinite tense,változtassanak,They change,advanced
változtat,Conjugated infinitives,változtatnom,I change,advanced
változtat,Conjugated infinitives,változtatnod,You change,advanced
változtat,Conjugated infinitives,változtatnia,He changes,advanced
változtat,Conjugated infinitives,változtatnunk,We change,advanced
változtat,Conjugated infinitives,változtatnotok,You all change,advanced
változtat,Conjugated infinitives,változtatniuk,They change,advanced
választa,Present indefinite tense,választok,I select,beginner
választa,Present indefinite tense,választasz,You select,beginner
választa,Present indefinite tense,választ,He selects,beginner
választa,Present indefinite tense,választunk,We select,beginner
választa,Present indefinite tense,választotok,You all select,beginner
választa,Present indefinite tense,választanak,They select,beginner
választa,Present definite tense,választom,I select,beginner
választa,Present definite tense,választod,You select,beginner
választa,Present definite tense,választja,He selects,beginner
választa,Present definite tense,választjuk,We select,beginner
választa,Present definite tense,választjátok,You all select,beginner
választa,Present definite tense,választják,They select,beginner
választa,Past indefinite tense,választottam,I selected,intermediate
választa,Past indefinite tense,választottál,You selected,intermediate
választa,Past indefinite tense,választott,He selected,intermediate
választa,Past indefinite tense,választottunk,We selected,intermediate
választa,Past indefinite tense,választottatok,You all selected,intermediate
választa,Past indefinite tense,választottak,They selected,intermediate
választa,Past definite tense,választottam,I selected,intermediate
választa,Past definite tense,választottad,You selected,intermediate
választa,Past definite tense,választotta,He selected,intermediate
választa,Past definite tense,választottuk,We selected,intermediate
választa,Past definite tense,választottátok,You all selected,intermediate
választa,Past definite tense,választották,They selected,intermediate
választa,Conditional present indefinite tense,választanék,I would select,intermediate
választa,Conditional present indefinite tense,választanál,You would select,intermediate
választa,Conditional present indefinite tense,választana,He would select,intermediate
választa,Conditional present indefinite tense,választanánk,We would select,intermediate
választa,Conditional present indefinite tense,választanátok,You all would select,intermediate
választa,Conditional present indefinite tense,választanának,They would select,intermediate
választa,Conditional present definite tense,választanám,I would select,intermediate
választa,Conditional present definite tense,választanád,You would select,intermediate
választa,Conditional present definite tense,választaná,He would select,intermediate
választa,Conditional present definite tense,választanánk,We would select,intermediate
választa,Conditional present definite tense,választanátok,You all would select,intermediate
választa,Conditional present definite tense,választanák,They would select,intermediate
választa,Conditional past indefinite tense,választottam volna,I would have selected,intermediate
választa,Conditional past indefinite tense,választottál volna,You would have selected,intermediate
választa,Conditional past indefinite tense,választott volna,He would have selected,intermediate
választa,Conditional past indefinite tense,választottunk volna,We would have selected,intermediate
választa,Conditional past indefinite tense,választottatok volna,You all would have selected,intermediate
választa,Conditional past indefinite tense,választottak volna,They would have selected,intermediate
választa,Conditional past definite tense,választottam volna,I would have selected,intermediate
választa,Conditional past definite tense,választottad volna,You would have selected,intermediate
választa,Conditional past definite tense,választotta volna,He would have selected,intermediate
választa,Conditional past definite tense,választottuk volna,We would have selected,intermediate
választa,Conditional past definite tense,választottátok volna,You all would have selected,intermediate
választa,Conditional past definite tense,választották volna,They would have selected,intermediate
választa,Future indefinite tense,fogok választani,I will select,advanced
választa,Future indefinite tense,fogsz választani,You will select,advanced
választa,Future indefinite tense,fog választani,He will select,advanced
választa,Future indefinite tense,fogunk választani,We will select,advanced
választa,Future indefinite tense,fogtok választani,You all will select,advanced
választa,Future indefinite tense,fognak választani,They will select,advanced
választa,Future definite tense,fogom választani,I will select,advanced
választa,Future definite tense,fogod választani,You will select,advanced
választa,Future definite tense,fogja választani,He will select,advanced
választa,Future definite tense,fogjuk választani,We will select,advanced
választa,Future definite tense,fogjátok választani,You all will select,advanced
választa,Future definite tense,fogják választani,They will select,advanced
választa,Subjunctive present definite tense,válasszam,I select,advanced
választa,Subjunctive present definite tense,válaszd,You select,advanced
választa,Subjunctive present definite tense,válassza,He selects,advanced
választa,Subjunctive present definite tense,válasszuk,We select,advanced
választa,Subjunctive present definite tense,válasszátok,You all select,advanced
választa,Subjunctive present definite tense,válasszák,They select,advanced
választa,Subjunctive present indefinite tense,válasszak,I select,advanced
választa,Subjunctive present indefinite tense,válassz,You select,advanced
választa,Subjunctive present indefinite tense,válasszon,He selects,advanced
választa,Subjunctive present indefinite tense,válasszunk,We select,advanced
választa,Subjunctive present indefinite tense,válasszatok,You all select,advanced
választa,Subjunctive present indefinite tense,válasszanak,They select,advanced
választa,Conjugated infinitives,választanom,I select,advanced
választa,Conjugated infinitives,választanod,You select,advanced
választa,Conjugated infinitives,választania,He selects,advanced
választa,Conjugated infinitives,választanunk,We select,advanced
választa,Conjugated infinitives,választanotok,You all select,advanced
választa,Conjugated infinitives,választaniuk,They select,advanced
tisztít,Present indefinite tense,tisztítok,I clean,beginner
tisztít,Present indefinite tense,tisztítasz,You clean,beginner
tisztít,Present indefinite tense,tisztít,He cleans,beginner
tisztít,Present indefinite tense,tisztítunk,We clean,beginner
tisztít,Present indefinite tense,tisztítotok,You all clean,beginner
tisztít,Present indefinite tense,tisztítanak,They clean,beginner
tisztít,Present definite tense,tisztítom,I clean,beginner
tisztít,Present definite tense,tisztítod,You clean,beginner
tisztít,Present definite tense,tisztítja,He cleans,beginner
tisztít,Present definite tense,tisztítjuk,We clean,beginner
tisztít,Present definite tense,tisztítjátok,You all clean,beginner
tisztít,Present definite tense,tisztítják,They clean,beginner
tisztít,Past indefinite tense,tisztítottam,I cleaned,intermediate
tisztít,Past indefinite tense,tisztítottál,You cleaned,intermediate
tisztít,Past indefinite tense,tisztított,He cleaned,intermediate
tisztít,Past indefinite tense,tisztítottunk,We cleaned,intermediate
tisztít,Past indefinite tense,tisztítottatok,You all cleaned,intermediate
tisztít,Past indefinite tense,tisztítottak,They cleaned,intermediate
tisztít,Past definite tense,tisztítottam,I cleaned,intermediate
tisztít,Past definite tense,tisztítottad,You cleaned,intermediate
tisztít,Past definite tense,tisztította,He cleaned,intermediate
tisztít,Past definite tense,tisztítottuk,We cleaned,intermediate
tisztít,Past definite tense,tisztítottátok,You all cleaned,intermediate
tisztít,Past definite tense,tisztították,They cleaned,intermediate
tisztít,Conditional present indefinite tense,tisztítanék,I would clean,intermediate
tisztít,Conditional present indefinite tense,tisztítanál,You would clean,intermediate
tisztít,Conditional present indefinite tense,tisztítana,He would clean,intermediate
tisztít,Conditional present indefinite tense,tisztítanánk,We would clean,intermediate
tisztít,Conditional present indefinite tense,tisztítanátok,You all would clean,intermediate
tisztít,Conditional present indefinite tense,tisztítanának,They would clean,intermediate
tisztít,Conditional present definite tense,tisztítanám,I would clean,intermediate
tisztít,Conditional present definite tense,tisztítanád,You would clean,intermediate
tisztít,Conditional present definite tense,tisztítaná,He would clean,intermediate
tisztít,Conditional present definite tense,tisztítanánk,We would clean,intermediate
tisztít,Conditional present definite tense,tisztítanátok,You all would clean,intermediate
tisztít,Conditional present definite tense,tisztítanák,They would clean,intermediate
tisztít,Conditional past indefinite tense,tisztítottam volna,I would have cleaned,intermediate
tisztít,Conditional past indefinite tense,tisztítottál volna,You would have cleaned,intermediate
tisztít,Conditional past indefinite tense,tisztított volna,He would have cleaned,intermediate
tisztít,Conditional past indefinite tense,tisztítottunk volna,We would have cleaned,intermediate
tisztít,Conditional past indefinite tense,tisztítottatok volna,You all would have cleaned,intermediate
tisztít,Conditional past indefinite tense,tisztítottak volna,They would have cleaned,intermediate
tisztít,Conditional past definite tense,tisztítottam volna,I would have cleaned,intermediate
tisztít,Conditional past definite tense,tisztítottad volna,You would have cleaned,intermediate
tisztít,Conditional past definite tense,tisztította volna,He would have cleaned,intermediate
tisztít,Conditional past definite tense,tisztítottuk volna,We would have cleaned,intermediate
tisztít,Conditional past definite tense,tisztítottátok volna,You all would have cleaned,intermediate
tisztít,Conditional past definite tense,tisztították volna,They would have cleaned,intermediate
tisztít,Future indefinite tense,fogok tisztítani,I will clean,advanced
tisztít,Future indefinite tense,fogsz tisztítani,You will clean,advanced
tisztít,Future indefinite tense,fog tisztítani,He will clean,advanced
tisztít,Future indefinite tense,fogunk tisztítani,We will clean,advanced
tisztít,Future indefinite tense,fogtok tisztítani,You all will clean,advanced
tisztít,Future indefinite tense,fognak tisztítani,They will clean,advanced
tisztít,Future definite tense,fogom tisztítani,I will clean,advanced
tisztít,Future definite tense,fogod tisztítani,You will clean,advanced
tisztít,Future definite tense,fogja tisztítani,He will clean,advanced
tisztít,Future definite tense,fogjuk tisztítani,We will clean,advanced
tisztít,Future definite tense,fogjátok tisztítani,You all will clean,advanced
tisztít,Future definite tense,fogják tisztítani,They will clean,advanced
tisztít,Subjunctive present definite tense,tisztítsam,I clean,advanced
tisztít,Subjunctive present definite tense,tisztítsd,You clean,advanced
tisztít,Subjunctive present definite tense,tisztítsa,He cleans,advanced
tisztít,Subjunctive present definite tense,tisztítsuk,We clean,advanced
tisztít,Subjunctive present definite tense,tisztítsátok,You all clean,advanced
tisztít,Subjunctive present definite tense,tisztítsák,They clean,advanced
tisztít,Subjunctive present indefinite tense,tisztítsak,I clean,advanced
tisztít,Subjunctive present indefinite tense,tisztíts,You clean,advanced
tisztít,Subjunctive present indefinite tense,tisztítson,He cleans,advanced
tisztít,Subjunctive present indefinite tense,tisztítsunk,We clean,advanced
tisztít,Subjunctive present indefinite tense,tisztítsatok,You all clean,advanced
tisztít,Subjunctive present indefinite tense,tisztítsanak,They clean,advanced
tisztít,Conjugated infinitives,tisztítanom,I clean,advanced
tisztít,Conjugated infinitives,tisztítanod,You clean,advanced
tisztít,Conjugated infinitives,tisztítania,He cleans,advanced
tisztít,Conjugated infinitives,tisztítanunk,We clean,advanced
tisztít,Conjugated infinitives,tisztítanotok,You all clean,advanced
tisztít,Conjugated infinitives,tisztítaniuk,They clean,advanced
bezár,Present indefinite tense,bezárok,I close,beginner
bezár,Present indefinite tense,bezársz,You close,beginner
bezár,Present indefinite tense,bezár,He closes,beginner
bezár,Present indefinite tense,bezárunk,We close,beginner
bezár,Present indefinite tense,bezártok,You all close,beginner
bezár,Present indefinite tense,bezárnak,They close,beginner
bezár,Present definite tense,bezárom,I close,beginner
bezár,Present definite tense,bezárod,You close,beginner
bezár,Present definite tense,bezárja,He closes,beginner
bezár,Present definite tense,bezárjuk,We close,beginner
bezár,Present definite tense,bezárjátok,You all close,beginner
bezár,Present definite tense,bezárják,They close,beginner
bezár,Past indefinite tense,bezártam,I closeed,intermediate
bezár,Past indefinite tense,bezártál,You closeed,intermediate
bezár,Past indefinite tense,bezárt,He closeed,intermediate
bezár,Past indefinite tense,bezártunk,We closeed,intermediate
bezár,Past indefinite tense,bezártatok,You all closeed,intermediate
bezár,Past indefinite tense,bezártak,They closeed,intermediate
bezár,Past definite tense,bezártam,I closeed,intermediate
bezár,Past definite tense,bezártad,You closeed,intermediate
bezár,Past definite tense,bezárta,He closeed,intermediate
bezár,Past definite tense,bezártuk,We closeed,intermediate
bezár,Past definite tense,bezártátok,You all closeed,intermediate
bezár,Past definite tense,bezárták,They closeed,intermediate
bezár,Conditional present indefinite tense,bezárnék,I would close,intermediate
bezár,Conditional present indefinite tense,bezárnál,You would close,intermediate
bezár,Conditional present indefinite tense,bezárna,He would close,intermediate
bezár,Conditional present indefinite tense,bezárnánk,We would close,intermediate
bezár,Conditional present indefinite tense,bezárnátok,You all would close,intermediate
bezár,Conditional present indefinite tense,bezárnának,They would close,intermediate
bezár,Conditional present definite tense,bezárnám,I would close,intermediate
bezár,Conditional present definite tense,bezárnád,You would close,intermediate
bezár,Conditional present definite tense,bezárná,He would close,intermediate
bezár,Conditional present definite tense,bezárnánk,We would close,intermediate
bezár,Conditional present definite tense,bezárnátok,You all would close,intermediate
bezár,Conditional present definite tense,bezárnák,They would close,intermediate
bezár,Conditional past indefinite tense,bezártam volna,I would have closeed,intermediate
bezár,Conditional past indefinite tense,bezártál volna,You would have closeed,intermediate
bezár,Conditional past indefinite tense,bezárt volna,He would have closeed,intermediate
bezár,Conditional past indefinite tense,bezártunk volna,We would have closeed,intermediate
bezár,Conditional past indefinite tense,bezártatok volna,You all would have closeed,intermediate
bezár,Conditional past indefinite tense,bezártak volna,They would have closeed,intermediate
bezár,Conditional past definite tense,bezártam volna,I would have closeed,intermediate
bezár,Conditional past definite tense,bezártad volna,You would have closeed,intermediate
bezár,Conditional past definite tense,bezárta volna,He would have closeed,intermediate
bezár,Conditional past definite tense,bezártuk volna,We would have closeed,intermediate
bezár,Conditional past definite tense,bezártátok volna,You all would have closeed,intermediate
bezár,Conditional past definite tense,bezárták volna,They would have closeed,intermediate
bezár,Future indefinite tense,fogok bezárni,I will close,advanced
bezár,Future indefinite tense,fogsz bezárni,You will close,advanced
bezár,Future indefinite tense,fog bezárni,He will close,advanced
bezár,Future indefinite tense,fogunk bezárni,We will close,advanced
bezár,Future indefinite tense,fogtok bezárni,You all will close,advanced
bezár,Future indefinite tense,fognak bezárni,They will close,advanced
bezár,Future definite tense,fogom bezárni,I will close,advanced
bezár,Future definite tense,fogod bezárni,You will close,advanced
bezár,Future definite tense,fogja bezárni,He will close,advanced
bezár,Future definite tense,fogjuk bezárni,We will close,advanced
bezár,Future definite tense,fogjátok bezárni,You all will close,advanced
bezár,Future definite tense,fogják bezárni,They will close,advanced
bezár,Subjunctive present definite tense,bezárjam,I close,advanced
bezár,Subjunctive present definite tense,bezárd,You close,advanced
bezár,Subjunctive present definite tense,bezárja,He closes,advanced
bezár,Subjunctive present definite tense,bezárjuk,We close,advanced
bezár,Subjunctive present definite tense,bezárjátok,You all close,advanced
bezár,Subjunctive present definite tense,bezárják,They close,advanced
bezár,Subjunctive present indefinite tense,bezárjak,I close,advanced
bezár,Subjunctive present indefinite tense,bezárj,You close,advanced
bezár,Subjunctive present indefinite tense,bezárjon,He closes,advanced
bezár,Subjunctive present indefinite tense,bezárjunk,We close,advanced
bezár,Subjunctive present indefinite tense,bezárjatok,You all close,advanced
bezár,Subjunctive present indefinite tense,bezárjanak,They close,advanced
bezár,Conjugated infinitives,bezárnom,I close,advanced
bezár,Conjugated infinitives,bezárnod,You close,advanced
bezár,Conjugated infinitives,bezárnia,He closes,advanced
bezár,Conjugated infinitives,bezárnunk,We close,advanced
bezár,Conjugated infinitives,bezárnotok,You all close,advanced
bezár,Conjugated infinitives,bezárniuk,They close,advanced
jön,Present indefinite tense,jövök,I come,beginner
jön,Present indefinite tense,jössz,You come,beginner
jön,Present indefinite tense,jön,He comes,beginner
jön,Present indefinite tense,jövünk,We come,beginner
jön,Present indefinite tense,jöttök,You all come,beginner
jön,Present indefinite tense,jönnek,They come,beginner
jön,Past indefinite tense,jöttem,I came,intermediate
jön,Past indefinite tense,jöttél,You came,intermediate
jön,Past indefinite tense,jött,He came,intermediate
jön,Past indefinite tense,jöttünk,We came,intermediate
jön,Past indefinite tense,jöttetek,You all came,intermediate
jön,Past indefinite tense,jöttek,They came,intermediate
jön,Conditional present indefinite tense,jönnék,I would come,intermediate
jön,Conditional present indefinite tense,jönnél,You would come,intermediate
jön,Conditional present indefinite tense,jönne,He would come,intermediate
jön,Conditional present indefinite tense,jönnénk,We would come,intermediate
jön,Conditional present indefinite tense,jönnétek,You all would come,intermediate
jön,Conditional present indefinite tense,jönnének,They would come,intermediate
jön,Conditional past indefinite tense,jöttem volna,I would have came,intermediate
jön,Conditional past indefinite tense,jöttél volna,You would have came,intermediate
jön,Conditional past indefinite tense,jött volna,He would have came,intermediate
jön,Conditional past indefinite tense,jöttünk volna,We would have came,intermediate
jön,Conditional past indefinite tense,jöttetek volna,You all would have came,intermediate
jön,Conditional past indefinite tense,jöttek volna,They would have came,intermediate
jön,Future indefinite tense,fogok jönni,I will come,advanced
jön,Future indefinite tense,fogsz jönni,You will come,advanced
jön,Future indefinite tense,fog jönni,He will come,advanced
jön,Future indefinite tense,fogunk jönni,We will come,advanced
jön,Future indefinite tense,fogtok jönni,You all will come,advanced
jön,Future indefinite tense,fognak jönni,They will come,advanced
jön,Subjunctive present indefinite tense,jöjjek,I come,advanced
jön,Subjunctive present indefinite tense,jöjj,You come,advanced
jön,Subjunctive present indefinite tense,jöjjön,He comes,advanced
jön,Subjunctive present indefinite tense,jöjjünk,We come,advanced
jön,Subjunctive present indefinite tense,jöjjetek,You all come,advanced
jön,Subjunctive present indefinite tense,jöjjenek,They come,advanced
jön,Conjugated infinitives,jönnöm,I come,advanced
jön,Conjugated infinitives,jönnöd,You come,advanced
jön,Conjugated infinitives,jönnie,He comes,advanced
jön,Conjugated infinitives,jönnünk,We come,advanced
jön,Conjugated infinitives,jönnötök,You all come,advanced
jön,Conjugated infinitives,jönniük,They come,advanced
folytat,Present indefinite tense,folytatok,I continue,beginner
folytat,Present indefinite tense,folytatsz,You continue,beginner
folytat,Present indefinite tense,folytat,He continues,beginner
folytat,Present indefinite tense,folytatunk,We continue,beginner
folytat,Present indefinite tense,folytattok,You all continue,beginner
folytat,Present indefinite tense,folytatnak,They continue,beginner
folytat,Present definite tense,folytatom,I continue,beginner
folytat,Present definite tense,folytatod,You continue,beginner
folytat,Present definite tense,folytatja,He continues,beginner
folytat,Present definite tense,folytatjuk,We continue,beginner
folytat,Present definite tense,folytatjátok,You all continue,beginner
folytat,Present definite tense,folytatják,They continue,beginner
folytat,Past indefinite tense,folytattam,I continueed,intermediate
folytat,Past indefinite tense,folytattál,You continueed,intermediate
folytat,Past indefinite tense,folytatott,He continueed,intermediate
folytat,Past indefinite tense,folytattunk,We continueed,intermediate
folytat,Past indefinite tense,folytattatok,You all continueed,intermediate
folytat,Past indefinite tense,folytattak,They continueed,intermediate
folytat,Past definite tense,folytattam,I continueed,intermediate
folytat,Past definite tense,folytattad,You continueed,intermediate
folytat,Past definite tense,folytatta,He continueed,intermediate
folytat,Past definite tense,folytattuk,We continueed,intermediate
folytat,Past definite tense,folytattátok,You all continueed,intermediate
folytat,Past definite tense,folytatták,They continueed,intermediate
folytat,Conditional present indefinite tense,folytatnék,I would continue,intermediate
folytat,Conditional present indefinite tense,folytatnál,You would continue,intermediate
folytat,Conditional present indefinite tense,folytatna,He would continue,intermediate
folytat,Conditional present indefinite tense,folytatnánk,We would continue,intermediate
folytat,Conditional present indefinite tense,folytatnátok,You all would continue,intermediate
folytat,Conditional present indefinite tense,folytatnának,They would continue,intermediate
folytat,Conditional present definite tense,folytatnám,I would continue,intermediate
folytat,Conditional present definite tense,folytatnád,You would continue,intermediate
folytat,Conditional present definite tense,folytatná,He would continue,intermediate
folytat,Conditional present definite tense,folytatnánk,We would continue,intermediate
folytat,Conditional present definite tense,folytatnátok,You all would continue,intermediate
folytat,Conditional present definite tense,folytatnák,They would continue,intermediate
folytat,Conditional past indefinite tense,folytattam volna,I would have continueed,intermediate
folytat,Conditional past indefinite tense,folytattál volna,You would have continueed,intermediate
folytat,Conditional past indefinite tense,folytatott volna,He would have continueed,intermediate
folytat,Conditional past indefinite tense,folytattunk volna,We would have continueed,intermediate
folytat,Conditional past indefinite tense,folytattatok volna,You all would have continueed,intermediate
folytat,Conditional past indefinite tense,folytattak volna,They would have continueed,intermediate
folytat,Conditional past definite tense,folytattam volna,I would have continueed,intermediate
folytat,Conditional past definite tense,folytattad volna,You would have continueed,intermediate
folytat,Conditional past definite tense,folytatta volna,He would have continueed,intermediate
folytat,Conditional past definite tense,folytattuk volna,We would have continueed,intermediate
folytat,Conditional past definite tense,folytattátok volna,You all would have continueed,intermediate
folytat,Conditional past definite tense,folytatták volna,They would have continueed,intermediate
folytat,Future indefinite tense,fogok folytatni,I will continue,advanced
folytat,Future indefinite tense,fogsz folytatni,You will continue,advanced
folytat,Future indefinite tense,fog folytatni,He will continue,advanced
folytat,Future indefinite tense,fogunk folytatni,We will continue,advanced
folytat,Future indefinite tense,fogtok folytatni,You all will continue,advanced
folytat,Future indefinite tense,fognak folytatni,They will continue,advanced
folytat,Future definite tense,fogom folytatni,I will continue,advanced
folytat,Future definite tense,fogod folytatni,You will continue,advanced
folytat,Future definite tense,fogja folytatni,He will continue,advanced
folytat,Future definite tense,fogjuk folytatni,We will continue,advanced
folytat,Future definite tense,fogjátok folytatni,You all will continue,advanced
folytat,Future definite tense,fogják folytatni,They will continue,advanced
folytat,Subjunctive present definite tense,folytassam,I continue,advanced
folytat,Subjunctive present definite tense,folytasd,You continue,advanced
folytat,Subjunctive present definite tense,folytassa,He continues,advanced
folytat,Subjunctive present definite tense,folytassuk,We continue,advanced
folytat,Subjunctive present definite tense,folytassátok,You all continue,advanced
folytat,Subjunctive present definite tense,folytassák,They continue,advanced
folytat,Subjunctive present indefinite tense,folytassak,I continue,advanced
folytat,Subjunctive present indefinite tense,folytass,You continue,advanced
folytat,Subjunctive present indefinite tense,folytasson,He continues,advanced
folytat,Subjunctive present indefinite tense,folytassunk,We continue,advanced
folytat,Subjunctive present indefinite tense,folytassatok,You all continue,advanced
folytat,Subjunctive present indefinite tense,folytassanak,They continue,advanced
folytat,Conjugated infinitives,folytatnom,I continue,advanced
folytat,Conjugated infinitives,folytatnod,You continue,advanced
folytat,Conjugated infinitives,folytatnia,He continues,advanced
folytat,Conjugated infinitives,folytatnunk,We continue,advanced
folytat,Conjugated infinitives,folytatnotok,You all continue,advanced
folytat,Conjugated infinitives,folytatniuk,They continue,advanced
főz,Present indefinite tense,főzök,I cook,beginner
főz,Present indefinite tense,főzöl,You cook,beginner
főz,Present indefinite tense,főz,He cooks,beginner
főz,Present indefinite tense,főzünk,We cook,beginner
főz,Present indefinite tense,főztök,You all cook,beginner
főz,Present indefinite tense,főznek,They cook,beginner
főz,Present definite tense,főzöm,I cook,beginner
főz,Present definite tense,főzöd,You cook,beginner
főz,Present definite tense,főzi,He cooks,beginner
főz,Present definite tense,főzzük,We cook,beginner
főz,Present definite tense,főzitek,You all cook,beginner
főz,Present definite tense,főzik,They cook,beginner
főz,Past indefinite tense,főztem,I cooked,intermediate
főz,Past indefinite tense,főztél,You cooked,intermediate
főz,Past indefinite tense,főzött,He cooked,intermediate
főz,Past indefinite tense,főztünk,We cooked,intermediate
főz,Past indefinite tense,főztetek,You all cooked,intermediate
főz,Past indefinite tense,főztek,They cooked,intermediate
főz,Past definite tense,főztem,I cooked,intermediate
főz,Past definite tense,főzted,You cooked,intermediate
főz,Past definite tense,főzte,He cooked,intermediate
főz,Past definite tense,főztük,We cooked,intermediate
főz,Past definite tense,főztétek,You all cooked,intermediate
főz,Past definite tense,főzték,They cooked,intermediate
főz,Conditional present indefinite tense,főznék,I would cook,intermediate
főz,Conditional present indefinite tense,főznél,You would cook,intermediate
főz,Conditional present indefinite tense,főzne,He would cook,intermediate
főz,Conditional present indefinite tense,főznénk,We would cook,intermediate
főz,Conditional present indefinite tense,főznétek,You all would cook,intermediate
főz,Conditional present indefinite tense,főznének,They would cook,intermediate
főz,Conditional present definite tense,főzném,I would cook,intermediate
főz,Conditional present definite tense,főznéd,You would cook,intermediate
főz,Conditional present definite tense,főzné,He would cook,intermediate
főz,Conditional present definite tense,főznénk,We would cook,intermediate
főz,Conditional present definite tense,főznétek,You all would cook,intermediate
főz,Conditional present definite tense,főznék,They would cook,intermediate
