Verb,Tense,Form,Translation,Difficulty
vesz,Conditional past indefinite tense,vettek volna,vettek volna,intermediate
vesz,Conditional past definite tense,vettem volna,vettem volna,intermediate
vesz,Conditional past definite tense,vetted volna,vetted volna,intermediate
vesz,Conditional past definite tense,vette volna,vette volna,intermediate
vesz,Conditional past definite tense,vettük volna,vettük volna,intermediate
vesz,Conditional past definite tense,vettétek volna,vettétek volna,intermediate
vesz,Conditional past definite tense,vették volna,vették volna,intermediate
vesz,Future indefinite tense,fogok venni,fogok venni,advanced
vesz,Future indefinite tense,fogsz venni,fogsz venni,advanced
vesz,Future indefinite tense,fog venni,fog venni,advanced
vesz,Future indefinite tense,fogunk venni,fogunk venni,advanced
vesz,Future indefinite tense,fogtok venni,fogtok venni,advanced
vesz,Future indefinite tense,fognak venni,fognak venni,advanced
vesz,Future definite tense,fogom venni,fogom venni,advanced
vesz,Future definite tense,fogod venni,fogod venni,advanced
vesz,Future definite tense,fogja venni,fogja venni,advanced
vesz,Future definite tense,fogjuk venni,fogjuk venni,advanced
vesz,Future definite tense,fogjátok venni,fogjátok venni,advanced
vesz,Future definite tense,fogják venni,fogják venni,advanced
vesz,Subjunctive present definite tense,vegyem,vegyem,beginner
vesz,Subjunctive present definite tense,vedd,vedd,beginner
vesz,Subjunctive present definite tense,vegye,vegye,beginner
vesz,Subjunctive present definite tense,vegyük,vegyük,beginner
vesz,Subjunctive present definite tense,vegyétek,vegyétek,beginner
vesz,Subjunctive present definite tense,vegyék,vegyék,beginner
vesz,Subjunctive present indefinite tense,vegyek,vegyek,beginner
vesz,Subjunctive present indefinite tense,végy,végy,beginner
vesz,Subjunctive present indefinite tense,vegyen,vegyen,beginner
vesz,Subjunctive present indefinite tense,vegyünk,vegyünk,beginner
vesz,Subjunctive present indefinite tense,vegyetek,vegyetek,beginner
vesz,Subjunctive present indefinite tense,vegyenek,vegyenek,beginner
vesz,Conjugated infinitives,vennem,vennem,advanced
vesz,Conjugated infinitives,venned,venned,advanced
vesz,Conjugated infinitives,vennie,vennie,advanced
vesz,Conjugated infinitives,vennünk,vennünk,advanced
vesz,Conjugated infinitives,vennetek,vennetek,advanced
vesz,Conjugated infinitives,venniük,venniük,advanced
hív,Present indefinite tense,hívok,I hívok,beginner
hív,Present indefinite tense,hívsz,You (singular) hívsz,beginner
hív,Present indefinite tense,hív,hív,beginner
hív,Present indefinite tense,hívunk,We hívunk,beginner
hív,Present indefinite tense,hívtok,I hívtok,beginner
hív,Present indefinite tense,hívnak,They hívnak,beginner
hív,Present definite tense,hívom,I hívom,beginner
hív,Present definite tense,hívod,You hívod,beginner
hív,Present definite tense,hívja,He/She hívja,beginner
hív,Present definite tense,hívjuk,We hívjuk,beginner
hív,Present definite tense,hívjátok,I hívjátok,beginner
hív,Present definite tense,hívják,They hívják,beginner
hív,Past indefinite tense,hívtam,I hívtam,intermediate
hív,Past indefinite tense,hívtál,You hívtál,intermediate
hív,Past indefinite tense,hívott,He/She hívott,intermediate
hív,Past indefinite tense,hívtunk,We hívtunk,intermediate
hív,Past indefinite tense,hívtatok,I hívtatok,intermediate
hív,Past indefinite tense,hívtak,They hívtak,intermediate
hív,Past definite tense,hívtam,I hívtam,intermediate
hív,Past definite tense,hívtad,hívtad,intermediate
hív,Past definite tense,hívta,hívta,intermediate
hív,Past definite tense,hívtuk,hívtuk,intermediate
hív,Past definite tense,hívtátok,I hívtátok,intermediate
hív,Past definite tense,hívták,hívták,intermediate
hív,Conditional present indefinite tense,hívnék,hívnék,beginner
hív,Conditional present indefinite tense,hívnál,hívnál,beginner
hív,Conditional present indefinite tense,hívna,hívna,beginner
hív,Conditional present indefinite tense,hívnánk,hívnánk,beginner
hív,Conditional present indefinite tense,hívnátok,I hívnátok,beginner
hív,Conditional present indefinite tense,hívnának,They hívnának,beginner
hív,Conditional present definite tense,hívnám,hívnám,beginner
hív,Conditional present definite tense,hívnád,hívnád,beginner
hív,Conditional present definite tense,hívná,hívná,beginner
hív,Conditional present definite tense,hívnánk,hívnánk,beginner
hív,Conditional present definite tense,hívnátok,I hívnátok,beginner
hív,Conditional present definite tense,hívnák,hívnák,beginner
hív,Conditional past indefinite tense,hívtam volna,hívtam volna,intermediate
hív,Conditional past indefinite tense,hívtál volna,hívtál volna,intermediate
hív,Conditional past indefinite tense,hívott volna,hívott volna,intermediate
hív,Conditional past indefinite tense,hívtunk volna,hívtunk volna,intermediate
hív,Conditional past indefinite tense,hívtatok volna,hívtatok volna,intermediate
hív,Conditional past indefinite tense,hívtak volna,hívtak volna,intermediate
hív,Conditional past definite tense,hívtam volna,hívtam volna,intermediate
hív,Conditional past definite tense,hívtad volna,hívtad volna,intermediate
hív,Conditional past definite tense,hívta volna,hívta volna,intermediate
hív,Conditional past definite tense,hívtuk volna,hívtuk volna,intermediate
hív,Conditional past definite tense,hívtátok volna,hívtátok volna,intermediate
hív,Conditional past definite tense,hívták volna,hívták volna,intermediate
hív,Future indefinite tense,fogok hívni,fogok hívni,advanced
hív,Future indefinite tense,fogsz hívni,fogsz hívni,advanced
hív,Future indefinite tense,fog hívni,fog hívni,advanced
hív,Future indefinite tense,fogunk hívni,fogunk hívni,advanced
hív,Future indefinite tense,fogtok hívni,fogtok hívni,advanced
hív,Future indefinite tense,fognak hívni,fognak hívni,advanced
hív,Future definite tense,fogom hívni,fogom hívni,advanced
hív,Future definite tense,fogod hívni,fogod hívni,advanced
hív,Future definite tense,fogja hívni,fogja hívni,advanced
hív,Future definite tense,fogjuk hívni,fogjuk hívni,advanced
hív,Future definite tense,fogjátok hívni,fogjátok hívni,advanced
hív,Future definite tense,fogják hívni,fogják hívni,advanced
hív,Subjunctive present definite tense,hívjam,hívjam,beginner
hív,Subjunctive present definite tense,hívd,hívd,beginner
hív,Subjunctive present definite tense,hívja,He/She hívja,beginner
hív,Subjunctive present definite tense,hívjuk,We hívjuk,beginner
hív,Subjunctive present definite tense,hívjátok,I hívjátok,beginner
hív,Subjunctive present definite tense,hívják,They hívják,beginner
hív,Subjunctive present indefinite tense,hívjak,hívjak,beginner
hív,Subjunctive present indefinite tense,hívj,hívj,beginner
hív,Subjunctive present indefinite tense,hívjon,hívjon,beginner
hív,Subjunctive present indefinite tense,hívjunk,We hívjunk,beginner
hív,Subjunctive present indefinite tense,hívjatok,I hívjatok,beginner
hív,Subjunctive present indefinite tense,hívjanak,They hívjanak,beginner
hív,Conjugated infinitives,hívnom,I hívnom,advanced
hív,Conjugated infinitives,hívnod,You hívnod,advanced
hív,Conjugated infinitives,hívnia,hívnia,advanced
hív,Conjugated infinitives,hívnunk,We hívnunk,advanced
hív,Conjugated infinitives,hívnotok,I hívnotok,advanced
hív,Conjugated infinitives,hívniuk,hívniuk,advanced
változtat,Present indefinite tense,változtatok,I változtatok,beginner
változtat,Present indefinite tense,változtatsz,You (singular) változtatsz,beginner
változtat,Present indefinite tense,változtat,változtat,beginner
változtat,Present indefinite tense,változtatunk,We változtatunk,beginner
változtat,Present indefinite tense,változtattok,I változtattok,beginner
változtat,Present indefinite tense,változtatnak,They változtatnak,beginner
változtat,Present definite tense,változtatom,I változtatom,beginner
változtat,Present definite tense,változtatod,You változtatod,beginner
változtat,Present definite tense,változtatja,He/She változtatja,beginner
változtat,Present definite tense,változtatjuk,We változtatjuk,beginner
változtat,Present definite tense,változtatjátok,I változtatjátok,beginner
változtat,Present definite tense,változtatják,They változtatják,beginner
változtat,Past indefinite tense,változtattam,I változtattam,intermediate
változtat,Past indefinite tense,változtattál,You változtattál,intermediate
változtat,Past indefinite tense,változtatott,He/She változtatott,intermediate
változtat,Past indefinite tense,változtattunk,We változtattunk,intermediate
változtat,Past indefinite tense,változtattatok,I változtattatok,intermediate
változtat,Past indefinite tense,változtattak,They változtattak,intermediate
változtat,Past definite tense,változtattam,I változtattam,intermediate
változtat,Past definite tense,változtattad,változtattad,intermediate
változtat,Past definite tense,változtatta,változtatta,intermediate
változtat,Past definite tense,változtattuk,változtattuk,intermediate
változtat,Past definite tense,változtattátok,I változtattátok,intermediate
változtat,Past definite tense,változtatták,változtatták,intermediate
változtat,Conditional present indefinite tense,változtatnék,változtatnék,beginner
változtat,Conditional present indefinite tense,változtatnál,változtatnál,beginner
változtat,Conditional present indefinite tense,változtatna,változtatna,beginner
változtat,Conditional present indefinite tense,változtatnánk,változtatnánk,beginner
változtat,Conditional present indefinite tense,változtatnátok,I változtatnátok,beginner
változtat,Conditional present indefinite tense,változtatnának,They változtatnának,beginner
változtat,Conditional present definite tense,változtatnám,változtatnám,beginner
változtat,Conditional present definite tense,változtatnád,változtatnád,beginner
változtat,Conditional present definite tense,változtatná,változtatná,beginner
változtat,Conditional present definite tense,változtatnánk,változtatnánk,beginner
változtat,Conditional present definite tense,változtatnátok,I változtatnátok,beginner
változtat,Conditional present definite tense,változtatnák,változtatnák,beginner
változtat,Conditional past indefinite tense,változtattam volna,változtattam volna,intermediate
változtat,Conditional past indefinite tense,változtattál volna,változtattál volna,intermediate
változtat,Conditional past indefinite tense,változtatott volna,változtatott volna,intermediate
változtat,Conditional past indefinite tense,változtattunk volna,változtattunk volna,intermediate
változtat,Conditional past indefinite tense,változtattatok volna,változtattatok volna,intermediate
változtat,Conditional past indefinite tense,változtattak volna,változtattak volna,intermediate
változtat,Conditional past definite tense,változtattam volna,változtattam volna,intermediate
változtat,Conditional past definite tense,változtattad volna,változtattad volna,intermediate
változtat,Conditional past definite tense,változtatta volna,változtatta volna,intermediate
változtat,Conditional past definite tense,változtattuk volna,változtattuk volna,intermediate
változtat,Conditional past definite tense,változtattátok volna,változtattátok volna,intermediate
változtat,Conditional past definite tense,változtatták volna,változtatták volna,intermediate
változtat,Future indefinite tense,fogok változtatni,fogok változtatni,advanced
változtat,Future indefinite tense,fogsz változtatni,fogsz változtatni,advanced
változtat,Future indefinite tense,fog változtatni,fog változtatni,advanced
változtat,Future indefinite tense,fogunk változtatni,fogunk változtatni,advanced
változtat,Future indefinite tense,fogtok változtatni,fogtok változtatni,advanced
változtat,Future indefinite tense,fognak változtatni,fognak változtatni,advanced
változtat,Future definite tense,fogom változtatni,fogom változtatni,advanced
változtat,Future definite tense,fogod változtatni,fogod változtatni,advanced
változtat,Future definite tense,fogja változtatni,fogja változtatni,advanced
változtat,Future definite tense,fogjuk változtatni,fogjuk változtatni,advanced
változtat,Future definite tense,fogjátok változtatni,fogjátok változtatni,advanced
változtat,Future definite tense,fogják változtatni,fogják változtatni,advanced
változtat,Subjunctive present definite tense,változtassam,változtassam,beginner
változtat,Subjunctive present definite tense,változtasd,változtasd,beginner
változtat,Subjunctive present definite tense,változtassa,változtassa,beginner
változtat,Subjunctive present definite tense,változtassuk,változtassuk,beginner
változtat,Subjunctive present definite tense,változtassátok,I változtassátok,beginner
változtat,Subjunctive present definite tense,változtassák,változtassák,beginner
változtat,Subjunctive present indefinite tense,változtassak,változtassak,beginner
változtat,Subjunctive present indefinite tense,változtass,változtass,beginner
változtat,Subjunctive present indefinite tense,változtasson,változtasson,beginner
változtat,Subjunctive present indefinite tense,változtassunk,We változtassunk,beginner
változtat,Subjunctive present indefinite tense,változtassatok,I változtassatok,beginner
változtat,Subjunctive present indefinite tense,változtassanak,They változtassanak,beginner
változtat,Conjugated infinitives,változtatnom,I változtatnom,advanced
változtat,Conjugated infinitives,változtatnod,You változtatnod,advanced
változtat,Conjugated infinitives,változtatnia,változtatnia,advanced
változtat,Conjugated infinitives,változtatnunk,We változtatnunk,advanced
változtat,Conjugated infinitives,változtatnotok,I változtatnotok,advanced
változtat,Conjugated infinitives,változtatniuk,változtatniuk,advanced
választ,Present indefinite tense,választok,I választok,beginner
választ,Present indefinite tense,választasz,You (singular) választasz,beginner
választ,Present indefinite tense,választ,választ,beginner
választ,Present indefinite tense,választunk,We választunk,beginner
választ,Present indefinite tense,választotok,I választotok,beginner
választ,Present indefinite tense,választanak,They választanak,beginner
választ,Present definite tense,választom,I választom,beginner
választ,Present definite tense,választod,You választod,beginner
választ,Present definite tense,választja,He/She választja,beginner
választ,Present definite tense,választjuk,We választjuk,beginner
választ,Present definite tense,választjátok,I választjátok,beginner
választ,Present definite tense,választják,They választják,beginner
választ,Past indefinite tense,választottam,I választottam,intermediate
választ,Past indefinite tense,választottál,You választottál,intermediate
választ,Past indefinite tense,választott,He/She választott,intermediate
választ,Past indefinite tense,választottunk,We választottunk,intermediate
választ,Past indefinite tense,választottatok,I választottatok,intermediate
választ,Past indefinite tense,választottak,They választottak,intermediate
választ,Past definite tense,választottam,I választottam,intermediate
választ,Past definite tense,választottad,választottad,intermediate
választ,Past definite tense,választotta,választotta,intermediate
választ,Past definite tense,választottuk,választottuk,intermediate
választ,Past definite tense,választottátok,I választottátok,intermediate
választ,Past definite tense,választották,választották,intermediate
választ,Conditional present indefinite tense,választanék,választanék,beginner
választ,Conditional present indefinite tense,választanál,választanál,beginner
választ,Conditional present indefinite tense,választana,választana,beginner
választ,Conditional present indefinite tense,választanánk,választanánk,beginner
választ,Conditional present indefinite tense,választanátok,I választanátok,beginner
választ,Conditional present indefinite tense,választanának,They választanának,beginner
választ,Conditional present definite tense,választanám,választanám,beginner
választ,Conditional present definite tense,választanád,választanád,beginner
választ,Conditional present definite tense,választaná,választaná,beginner
választ,Conditional present definite tense,választanánk,választanánk,beginner
választ,Conditional present definite tense,választanátok,I választanátok,beginner
választ,Conditional present definite tense,választanák,választanák,beginner
választ,Conditional past indefinite tense,választottam volna,választottam volna,intermediate
választ,Conditional past indefinite tense,választottál volna,választottál volna,intermediate
választ,Conditional past indefinite tense,választott volna,választott volna,intermediate
választ,Conditional past indefinite tense,választottunk volna,választottunk volna,intermediate
választ,Conditional past indefinite tense,választottatok volna,választottatok volna,intermediate
választ,Conditional past indefinite tense,választottak volna,választottak volna,intermediate
választ,Conditional past definite tense,választottam volna,választottam volna,intermediate
választ,Conditional past definite tense,választottad volna,választottad volna,intermediate
választ,Conditional past definite tense,választotta volna,választotta volna,intermediate
választ,Conditional past definite tense,választottuk volna,választottuk volna,intermediate
választ,Conditional past definite tense,választottátok volna,választottátok volna,intermediate
választ,Conditional past definite tense,választották volna,választották volna,intermediate
választ,Future indefinite tense,fogok választani,fogok választani,advanced
választ,Future indefinite tense,fogsz választani,fogsz választani,advanced
választ,Future indefinite tense,fog választani,fog választani,advanced
választ,Future indefinite tense,fogunk választani,fogunk választani,advanced
választ,Future indefinite tense,fogtok választani,fogtok választani,advanced
választ,Future indefinite tense,fognak választani,fognak választani,advanced
választ,Future definite tense,fogom választani,fogom választani,advanced
választ,Future definite tense,fogod választani,fogod választani,advanced
választ,Future definite tense,fogja választani,fogja választani,advanced
választ,Future definite tense,fogjuk választani,fogjuk választani,advanced
választ,Future definite tense,fogjátok választani,fogjátok választani,advanced
választ,Future definite tense,fogják választani,fogják választani,advanced
választ,Subjunctive present definite tense,válasszam,válasszam,beginner
választ,Subjunctive present definite tense,válaszd,válaszd,beginner
választ,Subjunctive present definite tense,válassza,válassza,beginner
választ,Subjunctive present definite tense,válasszuk,válasszuk,beginner
választ,Subjunctive present definite tense,válasszátok,I válasszátok,beginner
választ,Subjunctive present definite tense,válasszák,válasszák,beginner
választ,Subjunctive present indefinite tense,válasszak,válasszak,beginner
választ,Subjunctive present indefinite tense,válassz,You (singular) válassz,beginner
választ,Subjunctive present indefinite tense,válasszon,válasszon,beginner
választ,Subjunctive present indefinite tense,válasszunk,We válasszunk,beginner
választ,Subjunctive present indefinite tense,válasszatok,I válasszatok,beginner
választ,Subjunctive present indefinite tense,válasszanak,They válasszanak,beginner
választ,Conjugated infinitives,választanom,I választanom,advanced
választ,Conjugated infinitives,választanod,You választanod,advanced
választ,Conjugated infinitives,választania,választania,advanced
választ,Conjugated infinitives,választanunk,We választanunk,advanced
választ,Conjugated infinitives,választanotok,I választanotok,advanced
választ,Conjugated infinitives,választaniuk,választaniuk,advanced
tisztít,Present indefinite tense,tisztítok,I tisztítok,beginner
tisztít,Present indefinite tense,tisztítasz,You (singular) tisztítasz,beginner
tisztít,Present indefinite tense,tisztít,tisztít,beginner
tisztít,Present indefinite tense,tisztítunk,We tisztítunk,beginner
tisztít,Present indefinite tense,tisztítotok,I tisztítotok,beginner
tisztít,Present indefinite tense,tisztítanak,They tisztítanak,beginner
tisztít,Present definite tense,tisztítom,I tisztítom,beginner
tisztít,Present definite tense,tisztítod,You tisztítod,beginner
tisztít,Present definite tense,tisztítja,He/She tisztítja,beginner
tisztít,Present definite tense,tisztítjuk,We tisztítjuk,beginner
tisztít,Present definite tense,tisztítjátok,I tisztítjátok,beginner
tisztít,Present definite tense,tisztítják,They tisztítják,beginner
tisztít,Past indefinite tense,tisztítottam,I tisztítottam,intermediate
tisztít,Past indefinite tense,tisztítottál,You tisztítottál,intermediate
tisztít,Past indefinite tense,tisztított,He/She tisztított,intermediate
tisztít,Past indefinite tense,tisztítottunk,We tisztítottunk,intermediate
tisztít,Past indefinite tense,tisztítottatok,I tisztítottatok,intermediate
tisztít,Past indefinite tense,tisztítottak,They tisztítottak,intermediate
tisztít,Past definite tense,tisztítottam,I tisztítottam,intermediate
tisztít,Past definite tense,tisztítottad,tisztítottad,intermediate
tisztít,Past definite tense,tisztította,tisztította,intermediate
tisztít,Past definite tense,tisztítottuk,tisztítottuk,intermediate
tisztít,Past definite tense,tisztítottátok,I tisztítottátok,intermediate
tisztít,Past definite tense,tisztították,tisztították,intermediate
tisztít,Conditional present indefinite tense,tisztítanék,tisztítanék,beginner
tisztít,Conditional present indefinite tense,tisztítanál,tisztítanál,beginner
tisztít,Conditional present indefinite tense,tisztítana,tisztítana,beginner
tisztít,Conditional present indefinite tense,tisztítanánk,tisztítanánk,beginner
tisztít,Conditional present indefinite tense,tisztítanátok,I tisztítanátok,beginner
tisztít,Conditional present indefinite tense,tisztítanának,They tisztítanának,beginner
tisztít,Conditional present definite tense,tisztítanám,tisztítanám,beginner
tisztít,Conditional present definite tense,tisztítanád,tisztítanád,beginner
tisztít,Conditional present definite tense,tisztítaná,tisztítaná,beginner
tisztít,Conditional present definite tense,tisztítanánk,tisztítanánk,beginner
tisztít,Conditional present definite tense,tisztítanátok,I tisztítanátok,beginner
tisztít,Conditional present definite tense,tisztítanák,tisztítanák,beginner
tisztít,Conditional past indefinite tense,tisztítottam volna,tisztítottam volna,intermediate
tisztít,Conditional past indefinite tense,tisztítottál volna,tisztítottál volna,intermediate
tisztít,Conditional past indefinite tense,tisztított volna,tisztított volna,intermediate
tisztít,Conditional past indefinite tense,tisztítottunk volna,tisztítottunk volna,intermediate
tisztít,Conditional past indefinite tense,tisztítottatok volna,tisztítottatok volna,intermediate
tisztít,Conditional past indefinite tense,tisztítottak volna,tisztítottak volna,intermediate
tisztít,Conditional past definite tense,tisztítottam volna,tisztítottam volna,intermediate
tisztít,Conditional past definite tense,tisztítottad volna,tisztítottad volna,intermediate
tisztít,Conditional past definite tense,tisztította volna,tisztította volna,intermediate
tisztít,Conditional past definite tense,tisztítottuk volna,tisztítottuk volna,intermediate
tisztít,Conditional past definite tense,tisztítottátok volna,tisztítottátok volna,intermediate
tisztít,Conditional past definite tense,tisztították volna,tisztították volna,intermediate
tisztít,Future indefinite tense,fogok tisztítani,fogok tisztítani,advanced
tisztít,Future indefinite tense,fogsz tisztítani,fogsz tisztítani,advanced
tisztít,Future indefinite tense,fog tisztítani,fog tisztítani,advanced
tisztít,Future indefinite tense,fogunk tisztítani,fogunk tisztítani,advanced
tisztít,Future indefinite tense,fogtok tisztítani,fogtok tisztítani,advanced
tisztít,Future indefinite tense,fognak tisztítani,fognak tisztítani,advanced
tisztít,Future definite tense,fogom tisztítani,fogom tisztítani,advanced
tisztít,Future definite tense,fogod tisztítani,fogod tisztítani,advanced
tisztít,Future definite tense,fogja tisztítani,fogja tisztítani,advanced
tisztít,Future definite tense,fogjuk tisztítani,fogjuk tisztítani,advanced
tisztít,Future definite tense,fogjátok tisztítani,fogjátok tisztítani,advanced
tisztít,Future definite tense,fogják tisztítani,fogják tisztítani,advanced
tisztít,Subjunctive present definite tense,tisztítsam,tisztítsam,beginner
tisztít,Subjunctive present definite tense,tisztítsd,tisztítsd,beginner
tisztít,Subjunctive present definite tense,tisztítsa,tisztítsa,beginner
tisztít,Subjunctive present definite tense,tisztítsuk,tisztítsuk,beginner
tisztít,Subjunctive present definite tense,tisztítsátok,I tisztítsátok,beginner
tisztít,Subjunctive present definite tense,tisztítsák,tisztítsák,beginner
tisztít,Subjunctive present indefinite tense,tisztítsak,tisztítsak,beginner
tisztít,Subjunctive present indefinite tense,tisztíts,tisztíts,beginner
tisztít,Subjunctive present indefinite tense,tisztítson,tisztítson,beginner
tisztít,Subjunctive present indefinite tense,tisztítsunk,We tisztítsunk,beginner
tisztít,Subjunctive present indefinite tense,tisztítsatok,I tisztítsatok,beginner
tisztít,Subjunctive present indefinite tense,tisztítsanak,They tisztítsanak,beginner
tisztít,Conjugated infinitives,tisztítanom,I tisztítanom,advanced
tisztít,Conjugated infinitives,tisztítanod,You tisztítanod,advanced
tisztít,Conjugated infinitives,tisztítania,tisztítania,advanced
tisztít,Conjugated infinitives,tisztítanunk,We tisztítanunk,advanced
tisztít,Conjugated infinitives,tisztítanotok,I tisztítanotok,advanced
tisztít,Conjugated infinitives,tisztítaniuk,tisztítaniuk,advanced
bezár,Present indefinite tense,bezárok,I bezárok,beginner
bezár,Present indefinite tense,bezársz,You (singular) bezársz,beginner
bezár,Present indefinite tense,bezár,bezár,beginner
bezár,Present indefinite tense,bezárunk,We bezárunk,beginner
bezár,Present indefinite tense,bezártok,I bezártok,beginner
bezár,Present indefinite tense,bezárnak,They bezárnak,beginner
bezár,Present definite tense,bezárom,I bezárom,beginner
bezár,Present definite tense,bezárod,You bezárod,beginner
bezár,Present definite tense,bezárja,He/She bezárja,beginner
bezár,Present definite tense,bezárjuk,We bezárjuk,beginner
bezár,Present definite tense,bezárjátok,I bezárjátok,beginner
bezár,Present definite tense,bezárják,They bezárják,beginner
bezár,Past indefinite tense,bezártam,I bezártam,intermediate
bezár,Past indefinite tense,bezártál,You bezártál,intermediate
bezár,Past indefinite tense,bezárt,bezárt,intermediate
bezár,Past indefinite tense,bezártunk,We bezártunk,intermediate
bezár,Past indefinite tense,bezártatok,I bezártatok,intermediate
bezár,Past indefinite tense,bezártak,They bezártak,intermediate
bezár,Past definite tense,bezártam,I bezártam,intermediate
bezár,Past definite tense,bezártad,bezártad,intermediate
bezár,Past definite tense,bezárta,bezárta,intermediate
bezár,Past definite tense,bezártuk,bezártuk,intermediate
bezár,Past definite tense,bezártátok,I bezártátok,intermediate
bezár,Past definite tense,bezárták,bezárták,intermediate
bezár,Conditional present indefinite tense,bezárnék,bezárnék,beginner
bezár,Conditional present indefinite tense,bezárnál,bezárnál,beginner
bezár,Conditional present indefinite tense,bezárna,bezárna,beginner
bezár,Conditional present indefinite tense,bezárnánk,bezárnánk,beginner
bezár,Conditional present indefinite tense,bezárnátok,I bezárnátok,beginner
bezár,Conditional present indefinite tense,bezárnának,They bezárnának,beginner
bezár,Conditional present definite tense,bezárnám,bezárnám,beginner
bezár,Conditional present definite tense,bezárnád,bezárnád,beginner
bezár,Conditional present definite tense,bezárná,bezárná,beginner
bezár,Conditional present definite tense,bezárnánk,bezárnánk,beginner
bezár,Conditional present definite tense,bezárnátok,I bezárnátok,beginner
bezár,Conditional present definite tense,bezárnák,bezárnák,beginner
bezár,Conditional past indefinite tense,bezártam volna,bezártam volna,intermediate
bezár,Conditional past indefinite tense,bezártál volna,bezártál volna,intermediate
bezár,Conditional past indefinite tense,bezárt volna,bezárt volna,intermediate
bezár,Conditional past indefinite tense,bezártunk volna,bezártunk volna,intermediate
bezár,Conditional past indefinite tense,bezártatok volna,bezártatok volna,intermediate
bezár,Conditional past indefinite tense,bezártak volna,bezártak volna,intermediate
bezár,Conditional past definite tense,bezártam volna,bezártam volna,intermediate
bezár,Conditional past definite tense,bezártad volna,bezártad volna,intermediate
bezár,Conditional past definite tense,bezárta volna,bezárta volna,intermediate
bezár,Conditional past definite tense,bezártuk volna,bezártuk volna,intermediate
bezár,Conditional past definite tense,bezártátok volna,bezártátok volna,intermediate
bezár,Conditional past definite tense,bezárták volna,bezárták volna,intermediate
bezár,Future indefinite tense,fogok bezárni,fogok bezárni,advanced
bezár,Future indefinite tense,fogsz bezárni,fogsz bezárni,advanced
bezár,Future indefinite tense,fog bezárni,fog bezárni,advanced
bezár,Future indefinite tense,fogunk bezárni,fogunk bezárni,advanced
bezár,Future indefinite tense,fogtok bezárni,fogtok bezárni,advanced
bezár,Future indefinite tense,fognak bezárni,fognak bezárni,advanced
bezár,Future definite tense,fogom bezárni,fogom bezárni,advanced
bezár,Future definite tense,fogod bezárni,fogod bezárni,advanced
bezár,Future definite tense,fogja bezárni,fogja bezárni,advanced
bezár,Future definite tense,fogjuk bezárni,fogjuk bezárni,advanced
bezár,Future definite tense,fogjátok bezárni,fogjátok bezárni,advanced
bezár,Future definite tense,fogják bezárni,fogják bezárni,advanced
bezár,Subjunctive present definite tense,bezárjam,bezárjam,beginner
bezár,Subjunctive present definite tense,bezárd,bezárd,beginner
bezár,Subjunctive present definite tense,bezárja,He/She bezárja,beginner
bezár,Subjunctive present definite tense,bezárjuk,We bezárjuk,beginner
bezár,Subjunctive present definite tense,bezárjátok,I bezárjátok,beginner
bezár,Subjunctive present definite tense,bezárják,They bezárják,beginner
bezár,Subjunctive present indefinite tense,bezárjak,bezárjak,beginner
bezár,Subjunctive present indefinite tense,bezárj,bezárj,beginner
bezár,Subjunctive present indefinite tense,bezárjon,bezárjon,beginner
bezár,Subjunctive present indefinite tense,bezárjunk,We bezárjunk,beginner
bezár,Subjunctive present indefinite tense,bezárjatok,I bezárjatok,beginner
bezár,Subjunctive present indefinite tense,bezárjanak,They bezárjanak,beginner
bezár,Conjugated infinitives,bezárnom,I bezárnom,advanced
bezár,Conjugated infinitives,bezárnod,You bezárnod,advanced
bezár,Conjugated infinitives,bezárnia,bezárnia,advanced
bezár,Conjugated infinitives,bezárnunk,We bezárnunk,advanced
bezár,Conjugated infinitives,bezárnotok,I bezárnotok,advanced
bezár,Conjugated infinitives,bezárniuk,bezárniuk,advanced
jön,Present indefinite tense,jövök,jövök,beginner
jön,Present indefinite tense,jössz,You (singular) jössz,beginner
jön,Present indefinite tense,jön,jön,beginner
jön,Present indefinite tense,jövünk,jövünk,beginner
jön,Present indefinite tense,jöttök,jöttök,beginner
jön,Present indefinite tense,jönnek,jönnek,beginner
jön,Past indefinite tense,jöttem,jöttem,intermediate
jön,Past indefinite tense,jöttél,jöttél,intermediate
jön,Past indefinite tense,jött,jött,intermediate
jön,Past indefinite tense,jöttünk,jöttünk,intermediate
jön,Past indefinite tense,jöttetek,jöttetek,intermediate
jön,Past indefinite tense,jöttek,jöttek,intermediate
jön,Conditional present indefinite tense,jönnék,jönnék,beginner
jön,Conditional present indefinite tense,jönnél,jönnél,beginner
jön,Conditional present indefinite tense,jönne,jönne,beginner
jön,Conditional present indefinite tense,jönnénk,jönnénk,beginner
jön,Conditional present indefinite tense,jönnétek,jönnétek,beginner
jön,Conditional present indefinite tense,jönnének,jönnének,beginner
jön,Conditional past indefinite tense,jöttem volna,jöttem volna,intermediate
jön,Conditional past indefinite tense,jöttél volna,jöttél volna,intermediate
jön,Conditional past indefinite tense,jött volna,jött volna,intermediate
jön,Conditional past indefinite tense,jöttünk volna,jöttünk volna,intermediate
jön,Conditional past indefinite tense,jöttetek volna,jöttetek volna,intermediate
jön,Conditional past indefinite tense,jöttek volna,jöttek volna,intermediate
jön,Future indefinite tense,fogok jönni,fogok jönni,advanced
jön,Future indefinite tense,fogsz jönni,fogsz jönni,advanced
jön,Future indefinite tense,fog jönni,fog jönni,advanced
