Verb,Tense,Form,Translation,Difficulty
vesz,Conditional past indefinite tense,vettünk volna,We would have take,intermediate
vesz,Conditional past indefinite tense,vettetek volna,You all would have take,intermediate
vesz,Conditional past indefinite tense,vettek volna,You all would have take,intermediate
vesz,Conditional past definite tense,vettem volna,I would have take,intermediate
vesz,Conditional past definite tense,vetted volna,You would have take,intermediate
vesz,Conditional past definite tense,vette volna,He would have take,intermediate
vesz,Conditional past definite tense,vettük volna,We would have take,intermediate
vesz,Conditional past definite tense,vettétek volna,You all would have take,intermediate
vesz,Conditional past definite tense,vették volna,None would have take,intermediate
vesz,Future indefinite tense,fogok venni,He takes,advanced
vesz,Future indefinite tense,fogsz venni,He takes,advanced
vesz,Future indefinite tense,fog venni,None will take,advanced
vesz,Future indefinite tense,fogunk venni,He takes,advanced
vesz,Future indefinite tense,fogtok venni,He takes,advanced
vesz,Future indefinite tense,fognak venni,He takes,advanced
vesz,Future definite tense,fogom venni,He takes,advanced
vesz,Future definite tense,fogod venni,He takes,advanced
vesz,Future definite tense,fogja venni,He takes,advanced
vesz,Future definite tense,fogjuk venni,He takes,advanced
vesz,Future definite tense,fogjátok venni,He takes,advanced
vesz,Future definite tense,fogják venni,He takes,advanced
vesz,Subjunctive present definite tense,vegyem,He takes,advanced
vesz,Subjunctive present definite tense,vedd,You take,advanced
vesz,Subjunctive present definite tense,vegye,He takes,advanced
vesz,Subjunctive present definite tense,vegyük,We take,advanced
vesz,Subjunctive present definite tense,vegyétek,You all take,advanced
vesz,Subjunctive present definite tense,vegyék,He takes,advanced
vesz,Subjunctive present indefinite tense,vegyek,He takes,advanced
vesz,Subjunctive present indefinite tense,végy,He takes,advanced
vesz,Subjunctive present indefinite tense,vegyen,He takes,advanced
vesz,Subjunctive present indefinite tense,vegyünk,We take,advanced
vesz,Subjunctive present indefinite tense,vegyetek,You all take,advanced
vesz,Subjunctive present indefinite tense,vegyenek,They take,advanced
vesz,Conjugated infinitives,vennem,He takes,advanced
vesz,Conjugated infinitives,venned,You take,advanced
vesz,Conjugated infinitives,vennie,He takes,advanced
vesz,Conjugated infinitives,vennünk,We take,advanced
vesz,Conjugated infinitives,vennetek,You all take,advanced
vesz,Conjugated infinitives,venniük,We take,advanced
hív,Present indefinite tense,hívok,I call,beginner
hív,Present indefinite tense,hívsz,You call,beginner
hív,Present indefinite tense,hív,He calls,beginner
hív,Present indefinite tense,hívunk,We call,beginner
hív,Present indefinite tense,hívtok,You all call,beginner
hív,Present indefinite tense,hívnak,They call,beginner
hív,Present definite tense,hívom,I call,beginner
hív,Present definite tense,hívod,You call,beginner
hív,Present definite tense,hívja,He calls,beginner
hív,Present definite tense,hívjuk,We call,beginner
hív,Present definite tense,hívjátok,You all call,beginner
hív,Present definite tense,hívják,They call,beginner
hív,Past indefinite tense,hívtam,I called,intermediate
hív,Past indefinite tense,hívtál,You called,intermediate
hív,Past indefinite tense,hívott,He called,intermediate
hív,Past indefinite tense,hívtunk,We called,intermediate
hív,Past indefinite tense,hívtatok,You all called,intermediate
hív,Past indefinite tense,hívtak,They called,intermediate
hív,Past definite tense,hívtam,I called,intermediate
hív,Past definite tense,hívtad,You called,intermediate
hív,Past definite tense,hívta,He called,intermediate
hív,Past definite tense,hívtuk,We called,intermediate
hív,Past definite tense,hívtátok,You all called,intermediate
hív,Past definite tense,hívták,He called,intermediate
hív,Conditional present indefinite tense,hívnék,I call,intermediate
hív,Conditional present indefinite tense,hívnál,You call,intermediate
hív,Conditional present indefinite tense,hívna,He calls,intermediate
hív,Conditional present indefinite tense,hívnánk,We call,intermediate
hív,Conditional present indefinite tense,hívnátok,You all call,intermediate
hív,Conditional present indefinite tense,hívnának,They call,intermediate
hív,Conditional present definite tense,hívnám,I call,intermediate
hív,Conditional present definite tense,hívnád,You call,intermediate
hív,Conditional present definite tense,hívná,He calls,intermediate
hív,Conditional present definite tense,hívnánk,We call,intermediate
hív,Conditional present definite tense,hívnátok,You all call,intermediate
hív,Conditional present definite tense,hívnák,He calls,intermediate
hív,Conditional past indefinite tense,hívtam volna,I would have call,intermediate
hív,Conditional past indefinite tense,hívtál volna,You would have call,intermediate
hív,Conditional past indefinite tense,hívott volna,He would have call,intermediate
hív,Conditional past indefinite tense,hívtunk volna,We would have call,intermediate
hív,Conditional past indefinite tense,hívtatok volna,You all would have call,intermediate
hív,Conditional past indefinite tense,hívtak volna,They would have call,intermediate
hív,Conditional past definite tense,hívtam volna,I would have call,intermediate
hív,Conditional past definite tense,hívtad volna,You would have call,intermediate
hív,Conditional past definite tense,hívta volna,He would have call,intermediate
hív,Conditional past definite tense,hívtuk volna,We would have call,intermediate
hív,Conditional past definite tense,hívtátok volna,You all would have call,intermediate
hív,Conditional past definite tense,hívták volna,None would have call,intermediate
hív,Future indefinite tense,fogok hívni,He calls,advanced
hív,Future indefinite tense,fogsz hívni,He calls,advanced
hív,Future indefinite tense,fog hívni,None will call,advanced
hív,Future indefinite tense,fogunk hívni,He calls,advanced
hív,Future indefinite tense,fogtok hívni,He calls,advanced
hív,Future indefinite tense,fognak hívni,He calls,advanced
hív,Future definite tense,fogom hívni,He calls,advanced
hív,Future definite tense,fogod hívni,He calls,advanced
hív,Future definite tense,fogja hívni,He calls,advanced
hív,Future definite tense,fogjuk hívni,He calls,advanced
hív,Future definite tense,fogjátok hívni,He calls,advanced
hív,Future definite tense,fogják hívni,He calls,advanced
hív,Subjunctive present definite tense,hívjam,I call,advanced
hív,Subjunctive present definite tense,hívd,You call,advanced
hív,Subjunctive present definite tense,hívja,He calls,advanced
hív,Subjunctive present definite tense,hívjuk,We call,advanced
hív,Subjunctive present definite tense,hívjátok,You all call,advanced
hív,Subjunctive present definite tense,hívják,They call,advanced
hív,Subjunctive present indefinite tense,hívjak,I call,advanced
hív,Subjunctive present indefinite tense,hívj,You call,advanced
hív,Subjunctive present indefinite tense,hívjon,He calls,advanced
hív,Subjunctive present indefinite tense,hívjunk,We call,advanced
hív,Subjunctive present indefinite tense,hívjatok,You all call,advanced
hív,Subjunctive present indefinite tense,hívjanak,They call,advanced
hív,Conjugated infinitives,hívnom,I call,advanced
hív,Conjugated infinitives,hívnod,You call,advanced
hív,Conjugated infinitives,hívnia,He calls,advanced
hív,Conjugated infinitives,hívnunk,We call,advanced
hív,Conjugated infinitives,hívnotok,You all call,advanced
hív,Conjugated infinitives,hívniuk,We call,advanced
változtat,Present indefinite tense,változtatok,You all change,beginner
változtat,Present indefinite tense,változtatsz,You change,beginner
változtat,Present indefinite tense,változtat,He changes,beginner
változtat,Present indefinite tense,változtatunk,We change,beginner
változtat,Present indefinite tense,változtattok,You all change,beginner
változtat,Present indefinite tense,változtatnak,They change,beginner
változtat,Present definite tense,változtatom,I change,beginner
változtat,Present definite tense,változtatod,You change,beginner
változtat,Present definite tense,változtatja,He changes,beginner
változtat,Present definite tense,változtatjuk,We change,beginner
változtat,Present definite tense,változtatjátok,You all change,beginner
változtat,Present definite tense,változtatják,They change,beginner
változtat,Past indefinite tense,változtattam,I changeed,intermediate
változtat,Past indefinite tense,változtattál,You changeed,intermediate
változtat,Past indefinite tense,változtatott,He changeed,intermediate
változtat,Past indefinite tense,változtattunk,We changeed,intermediate
változtat,Past indefinite tense,változtattatok,You all changeed,intermediate
változtat,Past indefinite tense,változtattak,They changeed,intermediate
változtat,Past definite tense,változtattam,I changeed,intermediate
változtat,Past definite tense,változtattad,You changeed,intermediate
változtat,Past definite tense,változtatta,He changeed,intermediate
változtat,Past definite tense,változtattuk,We changeed,intermediate
változtat,Past definite tense,változtattátok,You all changeed,intermediate
változtat,Past definite tense,változtatták,He changeed,intermediate
változtat,Conditional present indefinite tense,változtatnék,I change,intermediate
változtat,Conditional present indefinite tense,változtatnál,You change,intermediate
változtat,Conditional present indefinite tense,változtatna,He changes,intermediate
változtat,Conditional present indefinite tense,változtatnánk,We change,intermediate
változtat,Conditional present indefinite tense,változtatnátok,You all change,intermediate
változtat,Conditional present indefinite tense,változtatnának,They change,intermediate
változtat,Conditional present definite tense,változtatnám,I change,intermediate
változtat,Conditional present definite tense,változtatnád,You change,intermediate
változtat,Conditional present definite tense,változtatná,He changes,intermediate
változtat,Conditional present definite tense,változtatnánk,We change,intermediate
változtat,Conditional present definite tense,változtatnátok,You all change,intermediate
változtat,Conditional present definite tense,változtatnák,He changes,intermediate
változtat,Conditional past indefinite tense,változtattam volna,I would have change,intermediate
változtat,Conditional past indefinite tense,változtattál volna,You would have change,intermediate
változtat,Conditional past indefinite tense,változtatott volna,He would have change,intermediate
változtat,Conditional past indefinite tense,változtattunk volna,We would have change,intermediate
változtat,Conditional past indefinite tense,változtattatok volna,You all would have change,intermediate
változtat,Conditional past indefinite tense,változtattak volna,They would have change,intermediate
változtat,Conditional past definite tense,változtattam volna,I would have change,intermediate
változtat,Conditional past definite tense,változtattad volna,You would have change,intermediate
változtat,Conditional past definite tense,változtatta volna,He would have change,intermediate
változtat,Conditional past definite tense,változtattuk volna,We would have change,intermediate
változtat,Conditional past definite tense,változtattátok volna,You all would have change,intermediate
változtat,Conditional past definite tense,változtatták volna,None would have change,intermediate
változtat,Future indefinite tense,fogok változtatni,He changes,advanced
változtat,Future indefinite tense,fogsz változtatni,He changes,advanced
változtat,Future indefinite tense,fog változtatni,None will change,advanced
változtat,Future indefinite tense,fogunk változtatni,He changes,advanced
változtat,Future indefinite tense,fogtok változtatni,He changes,advanced
változtat,Future indefinite tense,fognak változtatni,He changes,advanced
változtat,Future definite tense,fogom változtatni,He changes,advanced
változtat,Future definite tense,fogod változtatni,He changes,advanced
változtat,Future definite tense,fogja változtatni,He changes,advanced
változtat,Future definite tense,fogjuk változtatni,He changes,advanced
változtat,Future definite tense,fogjátok változtatni,He changes,advanced
változtat,Future definite tense,fogják változtatni,He changes,advanced
változtat,Subjunctive present definite tense,változtassam,He changes,advanced
változtat,Subjunctive present definite tense,változtasd,You change,advanced
változtat,Subjunctive present definite tense,változtassa,He changes,advanced
változtat,Subjunctive present definite tense,változtassuk,We change,advanced
változtat,Subjunctive present definite tense,változtassátok,You all change,advanced
változtat,Subjunctive present definite tense,változtassák,He changes,advanced
változtat,Subjunctive present indefinite tense,változtassak,He changes,advanced
változtat,Subjunctive present indefinite tense,változtass,He changes,advanced
változtat,Subjunctive present indefinite tense,változtasson,He changes,advanced
változtat,Subjunctive present indefinite tense,változtassunk,We change,advanced
változtat,Subjunctive present indefinite tense,változtassatok,You all change,advanced
változtat,Subjunctive present indefinite tense,változtassanak,They change,advanced
változtat,Conjugated infinitives,változtatnom,I change,advanced
változtat,Conjugated infinitives,változtatnod,You change,advanced
változtat,Conjugated infinitives,változtatnia,He changes,advanced
változtat,Conjugated infinitives,változtatnunk,We change,advanced
változtat,Conjugated infinitives,változtatnotok,You all change,advanced
változtat,Conjugated infinitives,változtatniuk,We change,advanced
választ,Present indefinite tense,választok,You all select,beginner
választ,Present indefinite tense,választasz,You select,beginner
választ,Present indefinite tense,választ,He selects,beginner
választ,Present indefinite tense,választunk,We select,beginner
választ,Present indefinite tense,választotok,You all select,beginner
választ,Present indefinite tense,választanak,They select,beginner
választ,Present definite tense,választom,I select,beginner
választ,Present definite tense,választod,You select,beginner
választ,Present definite tense,választja,He selects,beginner
választ,Present definite tense,választjuk,We select,beginner
választ,Present definite tense,választjátok,You all select,beginner
választ,Present definite tense,választják,They select,beginner
választ,Past indefinite tense,választottam,I selected,intermediate
választ,Past indefinite tense,választottál,You selected,intermediate
választ,Past indefinite tense,választott,He selected,intermediate
választ,Past indefinite tense,választottunk,We selected,intermediate
választ,Past indefinite tense,választottatok,You all selected,intermediate
választ,Past indefinite tense,választottak,They selected,intermediate
választ,Past definite tense,választottam,I selected,intermediate
választ,Past definite tense,választottad,You selected,intermediate
választ,Past definite tense,választotta,He selected,intermediate
választ,Past definite tense,választottuk,We selected,intermediate
választ,Past definite tense,választottátok,You all selected,intermediate
választ,Past definite tense,választották,He selected,intermediate
választ,Conditional present indefinite tense,választanék,I select,intermediate
választ,Conditional present indefinite tense,választanál,You select,intermediate
választ,Conditional present indefinite tense,választana,He selects,intermediate
választ,Conditional present indefinite tense,választanánk,We select,intermediate
választ,Conditional present indefinite tense,választanátok,You all select,intermediate
választ,Conditional present indefinite tense,választanának,They select,intermediate
választ,Conditional present definite tense,választanám,I select,intermediate
választ,Conditional present definite tense,választanád,You select,intermediate
választ,Conditional present definite tense,választaná,He selects,intermediate
választ,Conditional present definite tense,választanánk,We select,intermediate
választ,Conditional present definite tense,választanátok,You all select,intermediate
választ,Conditional present definite tense,választanák,He selects,intermediate
választ,Conditional past indefinite tense,választottam volna,I would have select,intermediate
választ,Conditional past indefinite tense,választottál volna,You would have select,intermediate
választ,Conditional past indefinite tense,választott volna,He would have select,intermediate
választ,Conditional past indefinite tense,választottunk volna,We would have select,intermediate
választ,Conditional past indefinite tense,választottatok volna,You all would have select,intermediate
választ,Conditional past indefinite tense,választottak volna,They would have select,intermediate
választ,Conditional past definite tense,választottam volna,I would have select,intermediate
választ,Conditional past definite tense,választottad volna,You would have select,intermediate
választ,Conditional past definite tense,választotta volna,He would have select,intermediate
választ,Conditional past definite tense,választottuk volna,We would have select,intermediate
választ,Conditional past definite tense,választottátok volna,You all would have select,intermediate
választ,Conditional past definite tense,választották volna,None would have select,intermediate
választ,Future indefinite tense,fogok választani,He selects,advanced
választ,Future indefinite tense,fogsz választani,He selects,advanced
választ,Future indefinite tense,fog választani,None will select,advanced
választ,Future indefinite tense,fogunk választani,He selects,advanced
választ,Future indefinite tense,fogtok választani,He selects,advanced
választ,Future indefinite tense,fognak választani,He selects,advanced
választ,Future definite tense,fogom választani,He selects,advanced
választ,Future definite tense,fogod választani,He selects,advanced
választ,Future definite tense,fogja választani,He selects,advanced
választ,Future definite tense,fogjuk választani,He selects,advanced
választ,Future definite tense,fogjátok választani,He selects,advanced
választ,Future definite tense,fogják választani,He selects,advanced
választ,Subjunctive present definite tense,válasszam,He selects,advanced
választ,Subjunctive present definite tense,válaszd,You select,advanced
választ,Subjunctive present definite tense,válassza,He selects,advanced
választ,Subjunctive present definite tense,válasszuk,We select,advanced
választ,Subjunctive present definite tense,válasszátok,You all select,advanced
választ,Subjunctive present definite tense,válasszák,He selects,advanced
választ,Subjunctive present indefinite tense,válasszak,He selects,advanced
választ,Subjunctive present indefinite tense,válassz,You select,advanced
választ,Subjunctive present indefinite tense,válasszon,He selects,advanced
választ,Subjunctive present indefinite tense,válasszunk,We select,advanced
választ,Subjunctive present indefinite tense,válasszatok,You all select,advanced
választ,Subjunctive present indefinite tense,válasszanak,They select,advanced
választ,Conjugated infinitives,választanom,I select,advanced
választ,Conjugated infinitives,választanod,You select,advanced
választ,Conjugated infinitives,választania,He selects,advanced
választ,Conjugated infinitives,választanunk,We select,advanced
választ,Conjugated infinitives,választanotok,You all select,advanced
választ,Conjugated infinitives,választaniuk,We select,advanced
tisztít,Present indefinite tense,tisztítok,You all clean,beginner
tisztít,Present indefinite tense,tisztítasz,You clean,beginner
tisztít,Present indefinite tense,tisztít,He cleans,beginner
tisztít,Present indefinite tense,tisztítunk,We clean,beginner
tisztít,Present indefinite tense,tisztítotok,You all clean,beginner
tisztít,Present indefinite tense,tisztítanak,They clean,beginner
tisztít,Present definite tense,tisztítom,I clean,beginner
tisztít,Present definite tense,tisztítod,You clean,beginner
tisztít,Present definite tense,tisztítja,He cleans,beginner
tisztít,Present definite tense,tisztítjuk,We clean,beginner
tisztít,Present definite tense,tisztítjátok,You all clean,beginner
tisztít,Present definite tense,tisztítják,They clean,beginner
tisztít,Past indefinite tense,tisztítottam,I cleaned,intermediate
tisztít,Past indefinite tense,tisztítottál,You cleaned,intermediate
tisztít,Past indefinite tense,tisztított,He cleaned,intermediate
tisztít,Past indefinite tense,tisztítottunk,We cleaned,intermediate
tisztít,Past indefinite tense,tisztítottatok,You all cleaned,intermediate
tisztít,Past indefinite tense,tisztítottak,They cleaned,intermediate
tisztít,Past definite tense,tisztítottam,I cleaned,intermediate
tisztít,Past definite tense,tisztítottad,You cleaned,intermediate
tisztít,Past definite tense,tisztította,He cleaned,intermediate
tisztít,Past definite tense,tisztítottuk,We cleaned,intermediate
tisztít,Past definite tense,tisztítottátok,You all cleaned,intermediate
tisztít,Past definite tense,tisztították,He cleaned,intermediate
tisztít,Conditional present indefinite tense,tisztítanék,I clean,intermediate
tisztít,Conditional present indefinite tense,tisztítanál,You clean,intermediate
tisztít,Conditional present indefinite tense,tisztítana,He cleans,intermediate
tisztít,Conditional present indefinite tense,tisztítanánk,We clean,intermediate
tisztít,Conditional present indefinite tense,tisztítanátok,You all clean,intermediate
tisztít,Conditional present indefinite tense,tisztítanának,They clean,intermediate
tisztít,Conditional present definite tense,tisztítanám,I clean,intermediate
tisztít,Conditional present definite tense,tisztítanád,You clean,intermediate
tisztít,Conditional present definite tense,tisztítaná,He cleans,intermediate
tisztít,Conditional present definite tense,tisztítanánk,We clean,intermediate
tisztít,Conditional present definite tense,tisztítanátok,You all clean,intermediate
tisztít,Conditional present definite tense,tisztítanák,He cleans,intermediate
tisztít,Conditional past indefinite tense,tisztítottam volna,I would have clean,intermediate
tisztít,Conditional past indefinite tense,tisztítottál volna,You would have clean,intermediate
tisztít,Conditional past indefinite tense,tisztított volna,He would have clean,intermediate
tisztít,Conditional past indefinite tense,tisztítottunk volna,We would have clean,intermediate
tisztít,Conditional past indefinite tense,tisztítottatok volna,You all would have clean,intermediate
tisztít,Conditional past indefinite tense,tisztítottak volna,They would have clean,intermediate
tisztít,Conditional past definite tense,tisztítottam volna,I would have clean,intermediate
tisztít,Conditional past definite tense,tisztítottad volna,You would have clean,intermediate
tisztít,Conditional past definite tense,tisztította volna,He would have clean,intermediate
tisztít,Conditional past definite tense,tisztítottuk volna,We would have clean,intermediate
tisztít,Conditional past definite tense,tisztítottátok volna,You all would have clean,intermediate
tisztít,Conditional past definite tense,tisztították volna,None would have clean,intermediate
tisztít,Future indefinite tense,fogok tisztítani,He cleans,advanced
tisztít,Future indefinite tense,fogsz tisztítani,He cleans,advanced
tisztít,Future indefinite tense,fog tisztítani,None will clean,advanced
tisztít,Future indefinite tense,fogunk tisztítani,He cleans,advanced
tisztít,Future indefinite tense,fogtok tisztítani,He cleans,advanced
tisztít,Future indefinite tense,fognak tisztítani,He cleans,advanced
tisztít,Future definite tense,fogom tisztítani,He cleans,advanced
tisztít,Future definite tense,fogod tisztítani,He cleans,advanced
tisztít,Future definite tense,fogja tisztítani,He cleans,advanced
tisztít,Future definite tense,fogjuk tisztítani,He cleans,advanced
tisztít,Future definite tense,fogjátok tisztítani,He cleans,advanced
tisztít,Future definite tense,fogják tisztítani,He cleans,advanced
tisztít,Subjunctive present definite tense,tisztítsam,He cleans,advanced
tisztít,Subjunctive present definite tense,tisztítsd,You clean,advanced
tisztít,Subjunctive present definite tense,tisztítsa,He cleans,advanced
tisztít,Subjunctive present definite tense,tisztítsuk,We clean,advanced
tisztít,Subjunctive present definite tense,tisztítsátok,You all clean,advanced
tisztít,Subjunctive present definite tense,tisztítsák,He cleans,advanced
tisztít,Subjunctive present indefinite tense,tisztítsak,He cleans,advanced
tisztít,Subjunctive present indefinite tense,tisztíts,He cleans,advanced
tisztít,Subjunctive present indefinite tense,tisztítson,He cleans,advanced
tisztít,Subjunctive present indefinite tense,tisztítsunk,We clean,advanced
tisztít,Subjunctive present indefinite tense,tisztítsatok,You all clean,advanced
tisztít,Subjunctive present indefinite tense,tisztítsanak,They clean,advanced
tisztít,Conjugated infinitives,tisztítanom,I clean,advanced
tisztít,Conjugated infinitives,tisztítanod,You clean,advanced
tisztít,Conjugated infinitives,tisztítania,He cleans,advanced
tisztít,Conjugated infinitives,tisztítanunk,We clean,advanced
tisztít,Conjugated infinitives,tisztítanotok,You all clean,advanced
tisztít,Conjugated infinitives,tisztítaniuk,We clean,advanced
bezár,Present indefinite tense,bezárok,I close,beginner
bezár,Present indefinite tense,bezársz,You close,beginner
bezár,Present indefinite tense,bezár,He closes,beginner
bezár,Present indefinite tense,bezárunk,We close,beginner
bezár,Present indefinite tense,bezártok,You all close,beginner
bezár,Present indefinite tense,bezárnak,They close,beginner
bezár,Present definite tense,bezárom,I close,beginner
bezár,Present definite tense,bezárod,You close,beginner
bezár,Present definite tense,bezárja,He closes,beginner
bezár,Present definite tense,bezárjuk,We close,beginner
bezár,Present definite tense,bezárjátok,You all close,beginner
bezár,Present definite tense,bezárják,They close,beginner
bezár,Past indefinite tense,bezártam,I closeed,intermediate
bezár,Past indefinite tense,bezártál,You closeed,intermediate
bezár,Past indefinite tense,bezárt,He closeed,intermediate
bezár,Past indefinite tense,bezártunk,We closeed,intermediate
bezár,Past indefinite tense,bezártatok,You all closeed,intermediate
bezár,Past indefinite tense,bezártak,They closeed,intermediate
bezár,Past definite tense,bezártam,I closeed,intermediate
bezár,Past definite tense,bezártad,You closeed,intermediate
bezár,Past definite tense,bezárta,He closeed,intermediate
bezár,Past definite tense,bezártuk,We closeed,intermediate
bezár,Past definite tense,bezártátok,You all closeed,intermediate
bezár,Past definite tense,bezárták,He closeed,intermediate
bezár,Conditional present indefinite tense,bezárnék,I close,intermediate
bezár,Conditional present indefinite tense,bezárnál,You close,intermediate
bezár,Conditional present indefinite tense,bezárna,He closes,intermediate
bezár,Conditional present indefinite tense,bezárnánk,We close,intermediate
bezár,Conditional present indefinite tense,bezárnátok,You all close,intermediate
bezár,Conditional present indefinite tense,bezárnának,They close,intermediate
bezár,Conditional present definite tense,bezárnám,I close,intermediate
bezár,Conditional present definite tense,bezárnád,You close,intermediate
bezár,Conditional present definite tense,bezárná,He closes,intermediate
bezár,Conditional present definite tense,bezárnánk,We close,intermediate
bezár,Conditional present definite tense,bezárnátok,You all close,intermediate
bezár,Conditional present definite tense,bezárnák,He closes,intermediate
bezár,Conditional past indefinite tense,bezártam volna,I would have close,intermediate
bezár,Conditional past indefinite tense,bezártál volna,You would have close,intermediate
bezár,Conditional past indefinite tense,bezárt volna,He would have close,intermediate
bezár,Conditional past indefinite tense,bezártunk volna,We would have close,intermediate
bezár,Conditional past indefinite tense,bezártatok volna,You all would have close,intermediate
bezár,Conditional past indefinite tense,bezártak volna,They would have close,intermediate
bezár,Conditional past definite tense,bezártam volna,I would have close,intermediate
bezár,Conditional past definite tense,bezártad volna,You would have close,intermediate
bezár,Conditional past definite tense,bezárta volna,He would have close,intermediate
bezár,Conditional past definite tense,bezártuk volna,We would have close,intermediate
bezár,Conditional past definite tense,bezártátok volna,You all would have close,intermediate
bezár,Conditional past definite tense,bezárták volna,None would have close,intermediate
bezár,Future indefinite tense,fogok bezárni,He closes,advanced
bezár,Future indefinite tense,fogsz bezárni,He closes,advanced
bezár,Future indefinite tense,fog bezárni,None will close,advanced
bezár,Future indefinite tense,fogunk bezárni,He closes,advanced
bezár,Future indefinite tense,fogtok bezárni,He closes,advanced
bezár,Future indefinite tense,fognak bezárni,He closes,advanced
bezár,Future definite tense,fogom bezárni,He closes,advanced
bezár,Future definite tense,fogod bezárni,He closes,advanced
bezár,Future definite tense,fogja bezárni,He closes,advanced
bezár,Future definite tense,fogjuk bezárni,He closes,advanced
bezár,Future definite tense,fogjátok bezárni,He closes,advanced
bezár,Future definite tense,fogják bezárni,He closes,advanced
bezár,Subjunctive present definite tense,bezárjam,I close,advanced
bezár,Subjunctive present definite tense,bezárd,You close,advanced
bezár,Subjunctive present definite tense,bezárja,He closes,advanced
bezár,Subjunctive present definite tense,bezárjuk,We close,advanced
bezár,Subjunctive present definite tense,bezárjátok,You all close,advanced
bezár,Subjunctive present definite tense,bezárják,They close,advanced
bezár,Subjunctive present indefinite tense,bezárjak,I close,advanced
bezár,Subjunctive present indefinite tense,bezárj,You close,advanced
bezár,Subjunctive present indefinite tense,bezárjon,He closes,advanced
bezár,Subjunctive present indefinite tense,bezárjunk,We close,advanced
bezár,Subjunctive present indefinite tense,bezárjatok,You all close,advanced
bezár,Subjunctive present indefinite tense,bezárjanak,They close,advanced
bezár,Conjugated infinitives,bezárnom,I close,advanced
bezár,Conjugated infinitives,bezárnod,You close,advanced
bezár,Conjugated infinitives,bezárnia,He closes,advanced
bezár,Conjugated infinitives,bezárnunk,We close,advanced
bezár,Conjugated infinitives,bezárnotok,You all close,advanced
bezár,Conjugated infinitives,bezárniuk,We close,advanced
jön,Present indefinite tense,jövök,I come,beginner
jön,Present indefinite tense,jössz,You come,beginner
jön,Present indefinite tense,jön,He comes,beginner
jön,Present indefinite tense,jövünk,We come,beginner
jön,Present indefinite tense,jöttök,You all come,beginner
jön,Present indefinite tense,jönnek,They come,beginner
jön,Past indefinite tense,jöttem,I comeed,intermediate
jön,Past indefinite tense,jöttél,You comeed,intermediate
jön,Past indefinite tense,jött,He comeed,intermediate
jön,Past indefinite tense,jöttünk,We comeed,intermediate
jön,Past indefinite tense,jöttetek,They comeed,intermediate
jön,Past indefinite tense,jöttek,They comeed,intermediate
jön,Conditional present indefinite tense,jönnék,I come,intermediate
jön,Conditional present indefinite tense,jönnél,You come,intermediate
jön,Conditional present indefinite tense,jönne,He comes,intermediate
jön,Conditional present indefinite tense,jönnénk,We come,intermediate
jön,Conditional present indefinite tense,jönnétek,You all come,intermediate
jön,Conditional present indefinite tense,jönnének,They come,intermediate
jön,Conditional past indefinite tense,jöttem volna,I would have come,intermediate
jön,Conditional past indefinite tense,jöttél volna,You would have come,intermediate
jön,Conditional past indefinite tense,jött volna,He would have come,intermediate
jön,Conditional past indefinite tense,jöttünk volna,We would have come,intermediate
jön,Conditional past indefinite tense,jöttetek volna,You all would have come,intermediate
jön,Conditional past indefinite tense,jöttek volna,You all would have come,intermediate
jön,Future indefinite tense,fogok jönni,He comes,advanced
jön,Future indefinite tense,fogsz jönni,He comes,advanced
jön,Future indefinite tense,fog jönni,None will come,advanced
jön,Future indefinite tense,fogunk jönni,He comes,advanced
jön,Future indefinite tense,fogtok jönni,He comes,advanced
jön,Future indefinite tense,fognak jönni,He comes,advanced
jön,Subjunctive present indefinite tense,jöjjek,He comes,advanced
jön,Subjunctive present indefinite tense,jöjj,You come,advanced
jön,Subjunctive present indefinite tense,jöjjön,He comes,advanced
jön,Subjunctive present indefinite tense,jöjjünk,We come,advanced
jön,Subjunctive present indefinite tense,jöjjetek,You all come,advanced
jön,Subjunctive present indefinite tense,jöjjenek,They come,advanced
jön,Conjugated infinitives,jönnöm,I come,advanced
jön,Conjugated infinitives,jönnöd,You come,advanced
jön,Conjugated infinitives,jönnie,He comes,advanced
jön,Conjugated infinitives,jönnünk,We come,advanced
jön,Conjugated infinitives,jönnötök,You all come,advanced
jön,Conjugated infinitives,jönniük,We come,advanced
folytat,Present indefinite tense,folytatok,You all continue,beginner
folytat,Present indefinite tense,folytatsz,You continue,beginner
folytat,Present indefinite tense,folytat,He continues,beginner
folytat,Present indefinite tense,folytatunk,We continue,beginner
folytat,Present indefinite tense,folytattok,You all continue,beginner
folytat,Present indefinite tense,folytatnak,They continue,beginner
folytat,Present definite tense,folytatom,I continue,beginner
folytat,Present definite tense,folytatod,You continue,beginner
folytat,Present definite tense,folytatja,He continues,beginner
folytat,Present definite tense,folytatjuk,We continue,beginner
folytat,Present definite tense,folytatjátok,You all continue,beginner
folytat,Present definite tense,folytatják,They continue,beginner
folytat,Past indefinite tense,folytattam,I continueed,intermediate
folytat,Past indefinite tense,folytattál,You continueed,intermediate
folytat,Past indefinite tense,folytatott,He continueed,intermediate
folytat,Past indefinite tense,folytattunk,We continueed,intermediate
folytat,Past indefinite tense,folytattatok,You all continueed,intermediate
folytat,Past indefinite tense,folytattak,They continueed,intermediate
folytat,Past definite tense,folytattam,I continueed,intermediate
folytat,Past definite tense,folytattad,You continueed,intermediate
folytat,Past definite tense,folytatta,He continueed,intermediate
