Verb,Tense,Form
hoz,Conjugated infinitives,hoznotok
hoz,Conjugated infinitives,hozniuk
vesz,Present indefinite tense,veszek
vesz,Present indefinite tense,veszel
vesz,Present indefinite tense,vesz
vesz,Present indefinite tense,veszünk
vesz,Present indefinite tense,vesztek
vesz,Present indefinite tense,vesznek
vesz,Present definite tense,veszem
vesz,Present definite tense,veszed
vesz,Present definite tense,veszi
vesz,Present definite tense,vesszük
vesz,Present definite tense,veszitek
vesz,Present definite tense,veszik
vesz,Past indefinite tense,vettem
vesz,Past indefinite tense,vettél
vesz,Past indefinite tense,vett
vesz,Past indefinite tense,vettünk
vesz,Past indefinite tense,vettetek
vesz,Past indefinite tense,vettek
vesz,Past definite tense,vettem
vesz,Past definite tense,vetted
vesz,Past definite tense,vette
vesz,Past definite tense,vettük
vesz,Past definite tense,vettétek
vesz,Past definite tense,vették
vesz,Conditional present indefinite tense,vennék
vesz,Conditional present indefinite tense,vennél
vesz,Conditional present indefinite tense,venne
vesz,Conditional present indefinite tense,vennénk
vesz,Conditional present indefinite tense,vennétek
vesz,Conditional present indefinite tense,vennének
vesz,Conditional present definite tense,venném
vesz,Conditional present definite tense,vennéd
vesz,Conditional present definite tense,venné
vesz,Conditional present definite tense,vennénk
vesz,Conditional present definite tense,vennétek
vesz,Conditional present definite tense,vennék
vesz,Conditional past indefinite tense,vettem volna
vesz,Conditional past indefinite tense,vettél volna
vesz,Conditional past indefinite tense,vett volna
vesz,Conditional past indefinite tense,vettünk volna
vesz,Conditional past indefinite tense,vettetek volna
vesz,Conditional past indefinite tense,vettek volna
vesz,Conditional past definite tense,vettem volna
vesz,Conditional past definite tense,vetted volna
vesz,Conditional past definite tense,vette volna
vesz,Conditional past definite tense,vettük volna
vesz,Conditional past definite tense,vettétek volna
vesz,Conditional past definite tense,vették volna
vesz,Future indefinite tense,fogok venni
vesz,Future indefinite tense,fogsz venni
vesz,Future indefinite tense,fog venni
vesz,Future indefinite tense,fogunk venni
vesz,Future indefinite tense,fogtok venni
vesz,Future indefinite tense,fognak venni
vesz,Future definite tense,fogom venni
vesz,Future definite tense,fogod venni
vesz,Future definite tense,fogja venni
vesz,Future definite tense,fogjuk venni
vesz,Future definite tense,fogjátok venni
vesz,Future definite tense,fogják venni
vesz,Subjunctive present definite tense,vegyem
vesz,Subjunctive present definite tense,vedd
vesz,Subjunctive present definite tense,vegye
vesz,Subjunctive present definite tense,vegyük
vesz,Subjunctive present definite tense,vegyétek
vesz,Subjunctive present definite tense,vegyék
vesz,Subjunctive present indefinite tense,vegyek
vesz,Subjunctive present indefinite tense,végy
vesz,Subjunctive present indefinite tense,vegyen
vesz,Subjunctive present indefinite tense,vegyünk
vesz,Subjunctive present indefinite tense,vegyetek
vesz,Subjunctive present indefinite tense,vegyenek
vesz,Conjugated infinitives,vennem
vesz,Conjugated infinitives,venned
vesz,Conjugated infinitives,vennie
vesz,Conjugated infinitives,vennünk
vesz,Conjugated infinitives,vennetek
vesz,Conjugated infinitives,venniük
hív,Present indefinite tense,hívok
hív,Present indefinite tense,hívsz
hív,Present indefinite tense,hív
hív,Present indefinite tense,hívunk
hív,Present indefinite tense,hívtok
hív,Present indefinite tense,hívnak
hív,Present definite tense,hívom
hív,Present definite tense,hívod
hív,Present definite tense,hívja
hív,Present definite tense,hívjuk
hív,Present definite tense,hívjátok
hív,Present definite tense,hívják
hív,Past indefinite tense,hívtam
hív,Past indefinite tense,hívtál
hív,Past indefinite tense,hívott
hív,Past indefinite tense,hívtunk
hív,Past indefinite tense,hívtatok
hív,Past indefinite tense,hívtak
hív,Past definite tense,hívtam
hív,Past definite tense,hívtad
hív,Past definite tense,hívta
hív,Past definite tense,hívtuk
hív,Past definite tense,hívtátok
hív,Past definite tense,hívták
hív,Conditional present indefinite tense,hívnék
hív,Conditional present indefinite tense,hívnál
hív,Conditional present indefinite tense,hívna
hív,Conditional present indefinite tense,hívnánk
hív,Conditional present indefinite tense,hívnátok
hív,Conditional present indefinite tense,hívnának
hív,Conditional present definite tense,hívnám
hív,Conditional present definite tense,hívnád
hív,Conditional present definite tense,hívná
hív,Conditional present definite tense,hívnánk
hív,Conditional present definite tense,hívnátok
hív,Conditional present definite tense,hívnák
hív,Conditional past indefinite tense,hívtam volna
hív,Conditional past indefinite tense,hívtál volna
hív,Conditional past indefinite tense,hívott volna
hív,Conditional past indefinite tense,hívtunk volna
hív,Conditional past indefinite tense,hívtatok volna
hív,Conditional past indefinite tense,hívtak volna
hív,Conditional past definite tense,hívtam volna
hív,Conditional past definite tense,hívtad volna
hív,Conditional past definite tense,hívta volna
hív,Conditional past definite tense,hívtuk volna
hív,Conditional past definite tense,hívtátok volna
hív,Conditional past definite tense,hívták volna
hív,Future indefinite tense,fogok hívni
hív,Future indefinite tense,fogsz hívni
hív,Future indefinite tense,fog hívni
hív,Future indefinite tense,fogunk hívni
hív,Future indefinite tense,fogtok hívni
hív,Future indefinite tense,fognak hívni
hív,Future definite tense,fogom hívni
hív,Future definite tense,fogod hívni
hív,Future definite tense,fogja hívni
hív,Future definite tense,fogjuk hívni
hív,Future definite tense,fogjátok hívni
hív,Future definite tense,fogják hívni
hív,Subjunctive present definite tense,hívjam
hív,Subjunctive present definite tense,hívd
hív,Subjunctive present definite tense,hívja
hív,Subjunctive present definite tense,hívjuk
hív,Subjunctive present definite tense,hívjátok
hív,Subjunctive present definite tense,hívják
hív,Subjunctive present indefinite tense,hívjak
hív,Subjunctive present indefinite tense,hívj
hív,Subjunctive present indefinite tense,hívjon
hív,Subjunctive present indefinite tense,hívjunk
hív,Subjunctive present indefinite tense,hívjatok
hív,Subjunctive present indefinite tense,hívjanak
hív,Conjugated infinitives,hívnom
hív,Conjugated infinitives,hívnod
hív,Conjugated infinitives,hívnia
hív,Conjugated infinitives,hívnunk
hív,Conjugated infinitives,hívnotok
hív,Conjugated infinitives,hívniuk
változtat,Present indefinite tense,változtatok
változtat,Present indefinite tense,változtatsz
változtat,Present indefinite tense,változtat
változtat,Present indefinite tense,változtatunk
változtat,Present indefinite tense,változtattok
változtat,Present indefinite tense,változtatnak
változtat,Present definite tense,változtatom
változtat,Present definite tense,változtatod
változtat,Present definite tense,változtatja
változtat,Present definite tense,változtatjuk
változtat,Present definite tense,változtatjátok
változtat,Present definite tense,változtatják
változtat,Past indefinite tense,változtattam
változtat,Past indefinite tense,változtattál
változtat,Past indefinite tense,változtatott
változtat,Past indefinite tense,változtattunk
változtat,Past indefinite tense,változtattatok
változtat,Past indefinite tense,változtattak
változtat,Past definite tense,változtattam
változtat,Past definite tense,változtattad
változtat,Past definite tense,változtatta
változtat,Past definite tense,változtattuk
változtat,Past definite tense,változtattátok
változtat,Past definite tense,változtatták
változtat,Conditional present indefinite tense,változtatnék
változtat,Conditional present indefinite tense,változtatnál
változtat,Conditional present indefinite tense,változtatna
változtat,Conditional present indefinite tense,változtatnánk
változtat,Conditional present indefinite tense,változtatnátok
változtat,Conditional present indefinite tense,változtatnának
változtat,Conditional present definite tense,változtatnám
változtat,Conditional present definite tense,változtatnád
változtat,Conditional present definite tense,változtatná
változtat,Conditional present definite tense,változtatnánk
változtat,Conditional present definite tense,változtatnátok
változtat,Conditional present definite tense,változtatnák
változtat,Conditional past indefinite tense,változtattam volna
változtat,Conditional past indefinite tense,változtattál volna
változtat,Conditional past indefinite tense,változtatott volna
változtat,Conditional past indefinite tense,változtattunk volna
változtat,Conditional past indefinite tense,változtattatok volna
változtat,Conditional past indefinite tense,változtattak volna
változtat,Conditional past definite tense,változtattam volna
változtat,Conditional past definite tense,változtattad volna
változtat,Conditional past definite tense,változtatta volna
változtat,Conditional past definite tense,változtattuk volna
változtat,Conditional past definite tense,változtattátok volna
változtat,Conditional past definite tense,változtatták volna
változtat,Future indefinite tense,fogok változtatni
változtat,Future indefinite tense,fogsz változtatni
változtat,Future indefinite tense,fog változtatni
változtat,Future indefinite tense,fogunk változtatni
változtat,Future indefinite tense,fogtok változtatni
változtat,Future indefinite tense,fognak változtatni
változtat,Future definite tense,fogom változtatni
változtat,Future definite tense,fogod változtatni
változtat,Future definite tense,fogja változtatni
változtat,Future definite tense,fogjuk változtatni
változtat,Future definite tense,fogjátok változtatni
változtat,Future definite tense,fogják változtatni
változtat,Subjunctive present definite tense,változtassam
változtat,Subjunctive present definite tense,változtasd
változtat,Subjunctive present definite tense,változtassa
változtat,Subjunctive present definite tense,változtassuk
változtat,Subjunctive present definite tense,változtassátok
változtat,Subjunctive present definite tense,változtassák
változtat,Subjunctive present indefinite tense,változtassak
változtat,Subjunctive present indefinite tense,változtass
változtat,Subjunctive present indefinite tense,változtasson
változtat,Subjunctive present indefinite tense,változtassunk
változtat,Subjunctive present indefinite tense,változtassatok
változtat,Subjunctive present indefinite tense,változtassanak
változtat,Conjugated infinitives,változtatnom
változtat,Conjugated infinitives,változtatnod
változtat,Conjugated infinitives,változtatnia
változtat,Conjugated infinitives,változtatnunk
változtat,Conjugated infinitives,változtatnotok
változtat,Conjugated infinitives,változtatniuk
választ,Present indefinite tense,választok
választ,Present indefinite tense,választasz
választ,Present indefinite tense,választ
választ,Present indefinite tense,választunk
választ,Present indefinite tense,választotok
választ,Present indefinite tense,választanak
választ,Present definite tense,választom
választ,Present definite tense,választod
választ,Present definite tense,választja
választ,Present definite tense,választjuk
választ,Present definite tense,választjátok
választ,Present definite tense,választják
választ,Past indefinite tense,választottam
választ,Past indefinite tense,választottál
választ,Past indefinite tense,választott
választ,Past indefinite tense,választottunk
választ,Past indefinite tense,választottatok
választ,Past indefinite tense,választottak
választ,Past definite tense,választottam
választ,Past definite tense,választottad
választ,Past definite tense,választotta
választ,Past definite tense,választottuk
választ,Past definite tense,választottátok
választ,Past definite tense,választották
választ,Conditional present indefinite tense,választanék
választ,Conditional present indefinite tense,választanál
választ,Conditional present indefinite tense,választana
választ,Conditional present indefinite tense,választanánk
választ,Conditional present indefinite tense,választanátok
választ,Conditional present indefinite tense,választanának
választ,Conditional present definite tense,választanám
választ,Conditional present definite tense,választanád
választ,Conditional present definite tense,választaná
választ,Conditional present definite tense,választanánk
választ,Conditional present definite tense,választanátok
választ,Conditional present definite tense,választanák
választ,Conditional past indefinite tense,választottam volna
választ,Conditional past indefinite tense,választottál volna
választ,Conditional past indefinite tense,választott volna
választ,Conditional past indefinite tense,választottunk volna
választ,Conditional past indefinite tense,választottatok volna
választ,Conditional past indefinite tense,választottak volna
választ,Conditional past definite tense,választottam volna
választ,Conditional past definite tense,választottad volna
választ,Conditional past definite tense,választotta volna
választ,Conditional past definite tense,választottuk volna
választ,Conditional past definite tense,választottátok volna
választ,Conditional past definite tense,választották volna
választ,Future indefinite tense,fogok választani
választ,Future indefinite tense,fogsz választani
választ,Future indefinite tense,fog választani
választ,Future indefinite tense,fogunk választani
választ,Future indefinite tense,fogtok választani
választ,Future indefinite tense,fognak választani
választ,Future definite tense,fogom választani
választ,Future definite tense,fogod választani
választ,Future definite tense,fogja választani
választ,Future definite tense,fogjuk választani
választ,Future definite tense,fogjátok választani
választ,Future definite tense,fogják választani
választ,Subjunctive present definite tense,válasszam
választ,Subjunctive present definite tense,válaszd
választ,Subjunctive present definite tense,válassza
választ,Subjunctive present definite tense,válasszuk
választ,Subjunctive present definite tense,válasszátok
választ,Subjunctive present definite tense,válasszák
választ,Subjunctive present indefinite tense,válasszak
választ,Subjunctive present indefinite tense,válassz
választ,Subjunctive present indefinite tense,válasszon
választ,Subjunctive present indefinite tense,válasszunk
választ,Subjunctive present indefinite tense,válasszatok
választ,Subjunctive present indefinite tense,válasszanak
választ,Conjugated infinitives,választanom
választ,Conjugated infinitives,választanod
választ,Conjugated infinitives,választania
választ,Conjugated infinitives,választanunk
választ,Conjugated infinitives,választanotok
választ,Conjugated infinitives,választaniuk
tisztít,Present indefinite tense,tisztítok
tisztít,Present indefinite tense,tisztítasz
tisztít,Present indefinite tense,tisztít
tisztít,Present indefinite tense,tisztítunk
tisztít,Present indefinite tense,tisztítotok
tisztít,Present indefinite tense,tisztítanak
tisztít,Present definite tense,tisztítom
tisztít,Present definite tense,tisztítod
tisztít,Present definite tense,tisztítja
tisztít,Present definite tense,tisztítjuk
tisztít,Present definite tense,tisztítjátok
tisztít,Present definite tense,tisztítják
tisztít,Past indefinite tense,tisztítottam
tisztít,Past indefinite tense,tisztítottál
tisztít,Past indefinite tense,tisztított
tisztít,Past indefinite tense,tisztítottunk
tisztít,Past indefinite tense,tisztítottatok
tisztít,Past indefinite tense,tisztítottak
tisztít,Past definite tense,tisztítottam
tisztít,Past definite tense,tisztítottad
tisztít,Past definite tense,tisztította
tisztít,Past definite tense,tisztítottuk
tisztít,Past definite tense,tisztítottátok
tisztít,Past definite tense,tisztították
tisztít,Conditional present indefinite tense,tisztítanék
tisztít,Conditional present indefinite tense,tisztítanál
tisztít,Conditional present indefinite tense,tisztítana
tisztít,Conditional present indefinite tense,tisztítanánk
tisztít,Conditional present indefinite tense,tisztítanátok
tisztít,Conditional present indefinite tense,tisztítanának
tisztít,Conditional present definite tense,tisztítanám
tisztít,Conditional present definite tense,tisztítanád
tisztít,Conditional present definite tense,tisztítaná
tisztít,Conditional present definite tense,tisztítanánk
tisztít,Conditional present definite tense,tisztítanátok
tisztít,Conditional present definite tense,tisztítanák
tisztít,Conditional past indefinite tense,tisztítottam volna
tisztít,Conditional past indefinite tense,tisztítottál volna
tisztít,Conditional past indefinite tense,tisztított volna
tisztít,Conditional past indefinite tense,tisztítottunk volna
tisztít,Conditional past indefinite tense,tisztítottatok volna
tisztít,Conditional past indefinite tense,tisztítottak volna
tisztít,Conditional past definite tense,tisztítottam volna
tisztít,Conditional past definite tense,tisztítottad volna
tisztít,Conditional past definite tense,tisztította volna
tisztít,Conditional past definite tense,tisztítottuk volna
tisztít,Conditional past definite tense,tisztítottátok volna
tisztít,Conditional past definite tense,tisztították volna
tisztít,Future indefinite tense,fogok tisztítani
tisztít,Future indefinite tense,fogsz tisztítani
tisztít,Future indefinite tense,fog tisztítani
tisztít,Future indefinite tense,fogunk tisztítani
tisztít,Future indefinite tense,fogtok tisztítani
tisztít,Future indefinite tense,fognak tisztítani
tisztít,Future definite tense,fogom tisztítani
tisztít,Future definite tense,fogod tisztítani
tisztít,Future definite tense,fogja tisztítani
tisztít,Future definite tense,fogjuk tisztítani
tisztít,Future definite tense,fogjátok tisztítani
tisztít,Future definite tense,fogják tisztítani
tisztít,Subjunctive present definite tense,tisztítsam
tisztít,Subjunctive present definite tense,tisztítsd
tisztít,Subjunctive present definite tense,tisztítsa
tisztít,Subjunctive present definite tense,tisztítsuk
tisztít,Subjunctive present definite tense,tisztítsátok
tisztít,Subjunctive present definite tense,tisztítsák
tisztít,Subjunctive present indefinite tense,tisztítsak
tisztít,Subjunctive present indefinite tense,tisztíts
tisztít,Subjunctive present indefinite tense,tisztítson
tisztít,Subjunctive present indefinite tense,tisztítsunk
tisztít,Subjunctive present indefinite tense,tisztítsatok
tisztít,Subjunctive present indefinite tense,tisztítsanak
tisztít,Conjugated infinitives,tisztítanom
tisztít,Conjugated infinitives,tisztítanod
tisztít,Conjugated infinitives,tisztítania
tisztít,Conjugated infinitives,tisztítanunk
tisztít,Conjugated infinitives,tisztítanotok
tisztít,Conjugated infinitives,tisztítaniuk
bezár,Present indefinite tense,bezárok
bezár,Present indefinite tense,bezársz
bezár,Present indefinite tense,bezár
bezár,Present indefinite tense,bezárunk
bezár,Present indefinite tense,bezártok
bezár,Present indefinite tense,bezárnak
bezár,Present definite tense,bezárom
bezár,Present definite tense,bezárod
bezár,Present definite tense,bezárja
bezár,Present definite tense,bezárjuk
bezár,Present definite tense,bezárjátok
bezár,Present definite tense,bezárják
bezár,Past indefinite tense,bezártam
bezár,Past indefinite tense,bezártál
bezár,Past indefinite tense,bezárt
bezár,Past indefinite tense,bezártunk
bezár,Past indefinite tense,bezártatok
bezár,Past indefinite tense,bezártak
bezár,Past definite tense,bezártam
bezár,Past definite tense,bezártad
bezár,Past definite tense,bezárta
bezár,Past definite tense,bezártuk
bezár,Past definite tense,bezártátok
bezár,Past definite tense,bezárták
bezár,Conditional present indefinite tense,bezárnék
bezár,Conditional present indefinite tense,bezárnál
bezár,Conditional present indefinite tense,bezárna
bezár,Conditional present indefinite tense,bezárnánk
bezár,Conditional present indefinite tense,bezárnátok
bezár,Conditional present indefinite tense,bezárnának
bezár,Conditional present definite tense,bezárnám
bezár,Conditional present definite tense,bezárnád
bezár,Conditional present definite tense,bezárná
bezár,Conditional present definite tense,bezárnánk
bezár,Conditional present definite tense,bezárnátok
bezár,Conditional present definite tense,bezárnák
bezár,Conditional past indefinite tense,bezártam volna
bezár,Conditional past indefinite tense,bezártál volna
bezár,Conditional past indefinite tense,bezárt volna
bezár,Conditional past indefinite tense,bezártunk volna
bezár,Conditional past indefinite tense,bezártatok volna
bezár,Conditional past indefinite tense,bezártak volna
bezár,Conditional past definite tense,bezártam volna
bezár,Conditional past definite tense,bezártad volna
bezár,Conditional past definite tense,bezárta volna
bezár,Conditional past definite tense,bezártuk volna
bezár,Conditional past definite tense,bezártátok volna
bezár,Conditional past definite tense,bezárták volna
bezár,Future indefinite tense,fogok bezárni
bezár,Future indefinite tense,fogsz bezárni
bezár,Future indefinite tense,fog bezárni
bezár,Future indefinite tense,fogunk bezárni
bezár,Future indefinite tense,fogtok bezárni
bezár,Future indefinite tense,fognak bezárni
bezár,Future definite tense,fogom bezárni
bezár,Future definite tense,fogod bezárni
bezár,Future definite tense,fogja bezárni
bezár,Future definite tense,fogjuk bezárni
bezár,Future definite tense,fogjátok bezárni
bezár,Future definite tense,fogják bezárni
bezár,Subjunctive present definite tense,bezárjam
bezár,Subjunctive present definite tense,bezárd
bezár,Subjunctive present definite tense,bezárja
bezár,Subjunctive present definite tense,bezárjuk
bezár,Subjunctive present definite tense,bezárjátok
bezár,Subjunctive present definite tense,bezárják
bezár,Subjunctive present indefinite tense,bezárjak
bezár,Subjunctive present indefinite tense,bezárj
bezár,Subjunctive present indefinite tense,bezárjon
bezár,Subjunctive present indefinite tense,bezárjunk
bezár,Subjunctive present indefinite tense,bezárjatok
bezár,Subjunctive present indefinite tense,bezárjanak
bezár,Conjugated infinitives,bezárnom
bezár,Conjugated infinitives,bezárnod
bezár,Conjugated infinitives,bezárnia
bezár,Conjugated infinitives,bezárnunk
bezár,Conjugated infinitives,bezárnotok
bezár,Conjugated infinitives,bezárniuk
jön,Present indefinite tense,jövök
jön,Present indefinite tense,jössz
jön,Present indefinite tense,jön
jön,Present indefinite tense,jövünk
jön,Present indefinite tense,jöttök
jön,Present indefinite tense,jönnek
jön,Past indefinite tense,jöttem
jön,Past indefinite tense,jöttél
jön,Past indefinite tense,jött
jön,Past indefinite tense,jöttünk
jön,Past indefinite tense,jöttetek
jön,Past indefinite tense,jöttek
jön,Conditional present indefinite tense,jönnék
jön,Conditional present indefinite tense,jönnél
jön,Conditional present indefinite tense,jönne
jön,Conditional present indefinite tense,jönnénk
jön,Conditional present indefinite tense,jönnétek
jön,Conditional present indefinite tense,jönnének
jön,Conditional past indefinite tense,jöttem volna
jön,Conditional past indefinite tense,jöttél volna
jön,Conditional past indefinite tense,jött volna
jön,Conditional past indefinite tense,jöttünk volna
jön,Conditional past indefinite tense,jöttetek volna
jön,Conditional past indefinite tense,jöttek volna
jön,Future indefinite tense,fogok jönni
jön,Future indefinite tense,fogsz jönni
jön,Future indefinite tense,fog jönni
jön,Future indefinite tense,fogunk jönni
jön,Future indefinite tense,fogtok jönni
jön,Future indefinite tense,fognak jönni
jön,Subjunctive present indefinite tense,jöjjek
jön,Subjunctive present indefinite tense,jöjj
jön,Subjunctive present indefinite tense,jöjjön
jön,Subjunctive present indefinite tense,jöjjünk
jön,Subjunctive present indefinite tense,jöjjetek
jön,Subjunctive present indefinite tense,jöjjenek
jön,Conjugated infinitives,jönnöm
jön,Conjugated infinitives,jönnöd
jön,Conjugated infinitives,jönnie
jön,Conjugated infinitives,jönnünk
jön,Conjugated infinitives,jönnötök
jön,Conjugated infinitives,jönniük
folytat,Present indefinite tense,folytatok
folytat,Present indefinite tense,folytatsz
folytat,Present indefinite tense,folytat
folytat,Present indefinite tense,folytatunk
folytat,Present indefinite tense,folytattok
folytat,Present indefinite tense,folytatnak
folytat,Present definite tense,folytatom
folytat,Present definite tense,folytatod
folytat,Present definite tense,folytatja
folytat,Present definite tense,folytatjuk
folytat,Present definite tense,folytatjátok
folytat,Present definite tense,folytatják
folytat,Past indefinite tense,folytattam
folytat,Past indefinite tense,folytattál
folytat,Past indefinite tense,folytatott
folytat,Past indefinite tense,folytattunk
folytat,Past indefinite tense,folytattatok
folytat,Past indefinite tense,folytattak
folytat,Past definite tense,folytattam
folytat,Past definite tense,folytattad
folytat,Past definite tense,folytatta
folytat,Past definite tense,folytattuk
folytat,Past definite tense,folytattátok
folytat,Past definite tense,folytatták
folytat,Conditional present indefinite tense,folytatnék
folytat,Conditional present indefinite tense,folytatnál
folytat,Conditional present indefinite tense,folytatna
folytat,Conditional present indefinite tense,folytatnánk
folytat,Conditional present indefinite tense,folytatnátok
folytat,Conditional present indefinite tense,folytatnának
folytat,Conditional present definite tense,folytatnám
folytat,Conditional present definite tense,folytatnád
folytat,Conditional present definite tense,folytatná
folytat,Conditional present definite tense,folytatnánk
folytat,Conditional present definite tense,folytatnátok
folytat,Conditional present definite tense,folytatnák
folytat,Conditional past indefinite tense,folytattam volna
folytat,Conditional past indefinite tense,folytattál volna
folytat,Conditional past indefinite tense,folytatott volna
folytat,Conditional past indefinite tense,folytattunk volna
folytat,Conditional past indefinite tense,folytattatok volna
folytat,Conditional past indefinite tense,folytattak volna
folytat,Conditional past definite tense,folytattam volna
folytat,Conditional past definite tense,folytattad volna
folytat,Conditional past definite tense,folytatta volna
folytat,Conditional past definite tense,folytattuk volna
folytat,Conditional past definite tense,folytattátok volna
folytat,Conditional past definite tense,folytatták volna
folytat,Future indefinite tense,fogok folytatni
folytat,Future indefinite tense,fogsz folytatni
folytat,Future indefinite tense,fog folytatni
folytat,Future indefinite tense,fogunk folytatni
folytat,Future indefinite tense,fogtok folytatni
folytat,Future indefinite tense,fognak folytatni
folytat,Future definite tense,fogom folytatni
folytat,Future definite tense,fogod folytatni
folytat,Future definite tense,fogja folytatni
folytat,Future definite tense,fogjuk folytatni
folytat,Future definite tense,fogjátok folytatni
folytat,Future definite tense,fogják folytatni
folytat,Subjunctive present definite tense,folytassam
folytat,Subjunctive present definite tense,folytasd
folytat,Subjunctive present definite tense,folytassa
folytat,Subjunctive present definite tense,folytassuk
folytat,Subjunctive present definite tense,folytassátok
folytat,Subjunctive present definite tense,folytassák
folytat,Subjunctive present indefinite tense,folytassak
folytat,Subjunctive present indefinite tense,folytass
folytat,Subjunctive present indefinite tense,folytasson
folytat,Subjunctive present indefinite tense,folytassunk
folytat,Subjunctive present indefinite tense,folytassatok
folytat,Subjunctive present indefinite tense,folytassanak
folytat,Conjugated infinitives,folytatnom
folytat,Conjugated infinitives,folytatnod
folytat,Conjugated infinitives,folytatnia
folytat,Conjugated infinitives,folytatnunk
folytat,Conjugated infinitives,folytatnotok
folytat,Conjugated infinitives,folytatniuk
főz,Present indefinite tense,főzök
főz,Present indefinite tense,főzöl
főz,Present indefinite tense,főz
főz,Present indefinite tense,főzünk
főz,Present indefinite tense,főztök
főz,Present indefinite tense,főznek
főz,Present definite tense,főzöm
főz,Present definite tense,főzöd
főz,Present definite tense,főzi
főz,Present definite tense,főzzük
főz,Present definite tense,főzitek
főz,Present definite tense,főzik
főz,Past indefinite tense,főztem
főz,Past indefinite tense,főztél
főz,Past indefinite tense,főzött
főz,Past indefinite tense,főztünk
főz,Past indefinite tense,főztetek
főz,Past indefinite tense,főztek
főz,Past definite tense,főztem
főz,Past definite tense,főzted
főz,Past definite tense,főzte
főz,Past definite tense,főztük
főz,Past definite tense,főztétek
főz,Past definite tense,főzték
főz,Conditional present indefinite tense,főznék
főz,Conditional present indefinite tense,főznél
főz,Conditional present indefinite tense,főzne
főz,Conditional present indefinite tense,főznénk
főz,Conditional present indefinite tense,főznétek
főz,Conditional present indefinite tense,főznének
főz,Conditional present definite tense,főzném
főz,Conditional present definite tense,főznéd
főz,Conditional present definite tense,főzné
főz,Conditional present definite tense,főznénk
főz,Conditional present definite tense,főznétek
főz,Conditional present definite tense,főznék
főz,Conditional past indefinite tense,főztem volna
főz,Conditional past indefinite tense,főztél volna
főz,Conditional past indefinite tense,főzött volna
főz,Conditional past indefinite tense,főztünk volna
főz,Conditional past indefinite tense,főztetek volna
főz,Conditional past indefinite tense,főztek volna
főz,Conditional past definite tense,főztem volna
főz,Conditional past definite tense,főzted volna
főz,Conditional past definite tense,főzte volna
főz,Conditional past definite tense,főztük volna
főz,Conditional past definite tense,főztétek volna
főz,Conditional past definite tense,főzték volna
főz,Future indefinite tense,fogok főzni
főz,Future indefinite tense,fogsz főzni
főz,Future indefinite tense,fog főzni
főz,Future indefinite tense,fogunk főzni
főz,Future indefinite tense,fogtok főzni
főz,Future indefinite tense,fognak főzni
főz,Future definite tense,fogom főzni
főz,Future definite tense,fogod főzni
főz,Future definite tense,fogja főzni
főz,Future definite tense,fogjuk főzni
főz,Future definite tense,fogjátok főzni
főz,Future definite tense,fogják főzni
főz,Subjunctive present definite tense,főzzem
főz,Subjunctive present definite tense,főzd
főz,Subjunctive present definite tense,főzze
főz,Subjunctive present definite tense,főzzük
főz,Subjunctive present definite tense,főzzétek
főz,Subjunctive present definite tense,főzzék
főz,Subjunctive present indefinite tense,főzzek
főz,Subjunctive present indefinite tense,főzz
főz,Subjunctive present indefinite tense,főzzön
főz,Subjunctive present indefinite tense,főzzünk
főz,Subjunctive present indefinite tense,főzzetek
főz,Subjunctive present indefinite tense,főzzenek
főz,Conjugated infinitives,főznöm
főz,Conjugated infinitives,főznöd
főz,Conjugated infinitives,főznie
főz,Conjugated infinitives,főznünk
főz,Conjugated infinitives,főznötök
főz,Conjugated infinitives,főzniük
számol,Present indefinite tense,számolok
számol,Present indefinite tense,számolsz
számol,Present indefinite tense,számol
számol,Present indefinite tense,számolunk
számol,Present indefinite tense,számoltok
számol,Present indefinite tense,számolnak
számol,Present definite tense,számolom
számol,Present definite tense,számolod
számol,Present definite tense,számolja
számol,Present definite tense,számoljuk
számol,Present definite tense,számoljátok
számol,Present definite tense,számolják
számol,Past indefinite tense,számoltam
számol,Past indefinite tense,számoltál
számol,Past indefinite tense,számolt
számol,Past indefinite tense,számoltunk
számol,Past indefinite tense,számoltatok
számol,Past indefinite tense,számoltak
számol,Past definite tense,számoltam
számol,Past definite tense,számoltad
számol,Past definite tense,számolta
számol,Past definite tense,számoltuk
számol,Past definite tense,számoltátok
számol,Past definite tense,számolták
számol,Conditional present indefinite tense,számolnék
számol,Conditional present indefinite tense,számolnál
számol,Conditional present indefinite tense,számolna
számol,Conditional present indefinite tense,számolnánk
számol,Conditional present indefinite tense,számolnátok
számol,Conditional present indefinite tense,számolnának
számol,Conditional present definite tense,számolnám
számol,Conditional present definite tense,számolnád
számol,Conditional present definite tense,számolná
számol,Conditional present definite tense,számolnánk
számol,Conditional present definite tense,számolnátok
számol,Conditional present definite tense,számolnák
számol,Conditional past indefinite tense,számoltam volna
számol,Conditional past indefinite tense,számoltál volna
számol,Conditional past indefinite tense,számolt volna
számol,Conditional past indefinite tense,számoltunk volna
számol,Conditional past indefinite tense,számoltatok volna
számol,Conditional past indefinite tense,számoltak volna
számol,Conditional past definite tense,számoltam volna
számol,Conditional past definite tense,számoltad volna
számol,Conditional past definite tense,számolta volna
számol,Conditional past definite tense,számoltuk volna
számol,Conditional past definite tense,számoltátok volna
számol,Conditional past definite tense,számolták volna
számol,Future indefinite tense,fogok számolni
számol,Future indefinite tense,fogsz számolni
